	BM663_mouse_1_KPC_HOP_DAC	BM667_mouse_2_KPC_HOP_DAC	BM726_mouse_3_KPC_HOP_DAC	BM730_mouse_4_KPC_HOP_PBS	BM731_mouse_5_KPC_HOP_PBS	BM878_mouse_6_KPC_HOP_PBS	BM1101_mouse_7_allograft_DAC	BM1102_mouse_7_allograft_untreated	BM1103_mouse_8_allograft_DAC	BM1104_mouse_8_allograft_untreated	BM1105_mouse_9_allograft_DAC	BM1106_mouse_9_allograft_untreated	BM1107_mouse_10_allograft_DAC	BM1108_mouse_10_allograft_untreated	BM9818_mouse_11_KPC_cutltured_control	BM9819_mouse_11_KPC_cutltured_DAC_5uM	BM9820_mouse_11_KPC_cutltured_DAC_10uM
Cbln1	0.0581404	0.101677	0.204649	0.146967	0.064048	0.111709	0.0653123	0.019966	0.00956377	0.018492	0.0	0.0	0.0200793	0.0167172	0.1304	0.209795	0.20683
Gm2694	0.124271	0.0	0.27312	0.0967637	0.136304	0.0478407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.293256	0.28479	0.293195
4933402J07Rik	0.0	0.0	0.0	0.0	0.027178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp423	2.19708	1.47375	0.548597	1.62947	0.969812	1.55389	0.306281	0.409078	0.16527	0.403635	0.300555	0.157128	0.260544	0.311566	0.00350512	0.00685036	0.0217995
Tmem188	30.0432	26.4506	39.1911	29.7172	39.1675	25.69	53.765	49.9974	66.4364	52.2025	55.2978	60.2044	56.3263	46.3159	39.0647	45.7296	44.0008
Heatr3	13.2951	13.8479	18.9727	15.8612	21.4061	14.8604	20.3812	24.9217	21.972	25.8582	24.1932	27.2236	26.2667	27.1312	19.8514	24.4635	25.9517
Papd5	10.818	12.6081	12.7206	9.51603	12.6933	13.424	13.388	12.7529	11.9293	13.1729	14.7412	15.1429	14.8144	14.8417	17.4249	18.7848	18.7008
Adcy7	31.0686	22.1551	12.5465	19.443	13.4215	25.0124	8.03779	9.27981	9.04695	12.2863	10.2761	6.95714	10.3704	9.57897	2.27575	3.70407	4.40236
Brd7	25.736	23.5155	23.6542	21.6633	23.3095	27.1551	27.0534	27.6618	28.1397	28.4481	27.7618	26.6361	26.6728	29.2512	23.8697	28.28	28.7481
Nkd1	8.71883	3.3174	3.15393	1.62136	2.02247	2.95923	3.20829	2.1347	0.716348	1.50046	3.28256	0.349279	1.4271	1.4038	0.00422063	0.0041241	0.0175014
Snx20	20.4027	11.7539	3.95204	11.8819	5.73108	12.3182	3.53814	4.84621	3.8091	4.06535	6.50778	4.04047	5.51341	4.77289	0.0	0.0	0.0272755
Nod2	2.54081	1.692	0.677075	1.78376	0.663916	1.91964	0.631133	0.643502	0.625041	0.608725	0.716503	0.4158	0.598477	0.663366	0.570754	0.484822	0.40602
Cyld	10.5793	10.3045	10.8222	7.60625	9.06408	9.94054	11.379	12.8384	14.1306	14.2415	11.6298	14.6642	12.0275	13.8218	18.4585	22.9198	21.8698
Sall1	1.69205	0.807044	0.652217	0.331348	0.335864	1.39015	0.00459916	0.00423248	0.0161984	0.00782977	0.0157667	0.0	0.0085127	0.00353776	4.84787	3.24442	2.9676
Tox3	1.76103	4.15204	3.74332	0.994819	2.06295	4.07564	0.349517	0.449528	0.847098	0.224546	0.432108	0.465558	0.330084	0.196987	1.84564	1.22897	1.14472
Chd9	8.69866	7.63122	7.14502	6.55709	6.4106	7.26212	6.34713	6.34675	7.3409	7.8617	6.14006	8.05835	6.42627	7.39802	6.56754	5.9204	5.42516
Rbl2	14.3927	14.417	17.5945	9.84519	12.6084	12.574	16.3532	19.8085	19.5616	21.4784	15.1532	22.48	17.0098	21.753	23.2297	18.1545	16.9493
Aktip	18.171	17.9711	20.5534	10.3219	18.4746	19.4499	22.4835	20.9904	25.2409	20.3769	23.6363	23.4936	25.0597	23.8252	28.8719	25.8039	25.3836
Rpgrip1l	2.61985	2.14251	2.6175	1.65178	2.6273	2.15344	2.55153	2.57212	2.92647	2.84664	2.81637	3.3763	3.28973	2.99256	5.3414	5.05067	4.8214
Fto	24.753	20.8037	25.752	25.0682	24.448	21.9672	28.448	31.3515	26.7523	33.8908	25.9784	29.0903	28.8774	33.8451	31.8781	25.2968	25.3275
Irx3	4.21618	3.73668	7.83686	1.39206	1.53788	2.21978	4.25953	3.11189	3.43966	3.9204	4.15945	1.7465	6.99228	4.01934	1.26518	1.0944	1.27257
4933436C20Rik	0.431613	0.28869	1.5274	0.572416	1.29506	0.135778	0.356151	0.223166	0.623359	0.282514	0.24609	0.161186	0.367276	0.0851936	0.44899	0.423139	0.321432
Irx5	1.02395	0.798413	3.12478	0.86581	2.16293	0.303224	1.23431	0.754801	0.852833	0.681104	0.883754	0.382996	0.924524	0.486097	1.64357	1.2132	1.41138
Irx6	0.0	0.0	0.0	0.0221482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0196676	0.0	0.0	0.0	0.0
Mmp2	423.522	202.081	144.221	264.762	101.893	233.441	80.4402	72.3407	41.1446	46.1767	100.255	20.7306	46.8727	45.479	0.121461	0.248632	0.233881
Lpcat2	17.5864	5.84545	2.65191	17.1264	6.20749	12.2247	2.6135	3.55945	6.76484	5.4559	2.8372	3.92055	4.4573	4.04104	0.006314	0.0123367	0.00654704
Capns2	0.773702	0.498878	0.19757	0.466137	0.137183	0.403162	0.170825	0.51723	1.01935	0.0721176	0.0724399	0.0514672	0.234097	0.108779	0.0	0.0	0.0
Slc6a2	0.66673	0.185867	0.515037	0.525357	0.226783	0.649823	0.0673131	0.174969	0.0209234	0.0471969	0.0848626	0.00719841	0.054986	0.0213243	0.00281267	0.0	0.00291526
Ces1a	0.0116047	0.0121807	0.0765846	0.108318	0.0	0.0401387	0.0	0.0	0.0	0.0332576	0.0	0.0	0.0360966	0.0200466	0.0367229	0.107598	0.0666601
Ces1b	0.725124	0.0245525	0.0154368	0.0	0.571038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00925237	0.0180728	0.0191945
Ces1c	3.32174	0.1453	0.0	0.0	7.46574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010323
Ces1d	0.362457	2.23303	1.02351	0.900121	2.48453	1.01076	0.618387	1.91618	1.08579	0.826398	0.20221	6.10439	0.412081	0.575512	0.0	0.0	0.0095919
Ces1e	0.0772049	0.0578778	0.0291154	0.0514725	0.218837	0.101726	0.0744382	0.0	0.0	0.0	0.0105963	0.0	0.0	0.0	0.0	0.0	0.0
Ces1f	0.192513	2.55551	0.269974	0.266734	0.397511	0.67976	0.0	0.359796	0.0475683	0.103475	0.0578279	0.098301	0.0	0.0103955	0.0	0.0	0.0
Ces1g	0.267331	0.072727	0.0261382	0.0808602	0.163603	0.0799005	0.0	0.0	0.00977334	0.0	0.00950713	0.0	0.0	0.0	0.0313487	0.0	0.0487675
Ces5a	0.0381633	0.0401086	0.0	0.0	0.0209934	0.0220095	0.0	0.0394567	0.0	0.0	0.0	0.0	0.039683	0.0	0.0	0.0	0.0
Gnao1	1.41167	1.35564	0.796576	9.69678	0.837197	1.10557	0.280503	0.2892	0.266729	0.259377	0.179253	0.199915	0.370172	0.307757	0.442443	0.458172	0.416014
4930488L21Rik	0.0	0.0	0.0	0.0	0.0	0.0143094	0.0	0.0	0.0	0.0	0.0119317	0.0	0.0	0.0	0.0392634	0.0	0.0
Amfr	51.5022	45.8834	58.659	64.4188	44.4411	56.7786	50.5155	57.5524	43.9747	58.8084	51.9066	58.0983	54.1804	60.4424	35.662	38.8906	40.528
Nudt21	13.8607	13.1627	22.0112	17.6418	20.0443	15.6805	22.1908	28.0479	26.3692	26.5293	27.1966	29.0814	27.1603	24.6675	17.603	19.2805	20.0192
Ogfod1	5.95851	5.55886	6.47382	5.44904	6.77556	6.0846	6.01014	6.26385	5.69671	6.46377	7.14365	7.87861	7.54133	8.01093	8.20111	8.31727	8.7506
Bbs2	3.3291	4.4421	4.52415	2.46582	3.80153	3.47191	3.05482	3.73004	3.96602	3.41695	2.72226	4.51813	3.40471	3.86231	6.93643	6.20413	5.96659
Mt4	0.0	0.103962	0.256848	0.456698	0.0	0.0	0.11991	0.936448	2.23735	0.0983276	0.19597	0.0	0.104655	0.0895235	0.0	0.0	0.0
Mt3	0.521579	0.551838	1.2985	2.23504	0.2537	0.33498	3.41955	6.20311	8.1895	6.72379	5.18855	9.12783	7.4026	5.99671	0.40681	0.483963	0.706359
Mt2	241.173	229.338	778.197	738.802	320.806	146.876	545.069	668.373	640.53	505.469	377.966	468.445	389.651	324.652	79.6878	95.0584	110.763
Mt1	295.762	297.302	705.606	753.154	440.526	219.849	570.158	648.419	439.893	453.191	422.072	412.045	367.005	355.206	278.257	301.191	312.572
Nup93	20.1429	18.5158	24.8222	30.8125	19.0551	20.1927	23.4156	21.132	22.1306	22.3607	24.7504	18.247	22.6602	22.3832	12.983	22.3189	24.9174
Mir138-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc12a3	0.0301545	0.0781139	0.0895959	0.0351767	0.0531844	0.0782297	0.0686413	0.152118	0.0733791	0.0340385	0.0587533	0.163977	0.0499434	0.0755435	0.0537758	0.0576586	0.0720886
Herpud1	51.2426	81.7518	87.0872	70.7523	83.8614	108.771	108.092	160.793	173.995	176.73	106.696	195.174	121.492	150.523	142.175	131.958	126.327
9330175E14Rik	0.507064	0.645544	0.182507	0.143441	0.236792	0.584743	0.190953	0.809066	0.943486	0.691491	0.251507	1.10114	0.574367	0.625378	0.0	0.0118553	0.0251978
Nlrc5	3.01739	4.04128	1.21006	1.88286	1.85597	3.12531	3.65243	7.95754	13.9762	12.5251	2.981	12.3235	7.12912	6.64046	0.0171543	0.0502944	0.0762185
Cpne2	10.3818	10.1383	14.2838	14.1175	11.1112	12.0724	16.2009	17.5939	16.1223	19.0407	16.7147	16.0433	14.951	18.6708	34.9158	25.6182	24.9646
Fam192a	24.5627	27.0938	31.6616	20.4387	25.2366	30.5787	31.0205	33.5743	32.804	36.3372	31.1339	33.1612	32.5485	36.2306	35.3551	39.9533	40.9925
Rspry1	13.7778	10.9212	15.1127	11.7409	11.3721	14.0617	14.731	14.336	15.5391	14.6889	16.211	17.3208	17.3645	16.9576	16.2479	15.1085	15.2204
Arl2bp	34.9368	35.58	43.4576	40.2375	38.1773	37.8365	47.6061	48.2434	50.9424	53.7562	47.7344	54.8821	49.7872	53.1754	43.2922	51.6049	53.963
Pllp	4.12861	20.3877	24.6504	2.26606	13.9087	14.6234	20.0383	32.1368	26.1242	30.0933	20.3299	45.6703	26.3659	35.2667	14.7275	8.06442	7.81735
Ccl22	9.88005	3.06341	1.18239	1.70233	4.28408	7.64382	3.6342	6.20417	6.11235	6.31316	5.03337	9.29789	4.10214	4.72391	0.0101211	0.029652	0.0209988
Cx3cl1	19.6908	21.7539	29.7844	7.94473	25.5608	19.8524	16.6667	21.7244	22.6753	23.9363	14.5811	24.6121	19.7458	23.2558	141.174	92.7055	91.8491
Ccl17	199.21	42.3944	13.4985	21.3329	31.5075	81.6899	40.5389	38.3669	70.6143	60.0933	22.7074	54.2429	27.6999	20.1602	18.3767	35.3403	46.1168
Ciapin1	15.5292	13.8259	20.4833	16.4881	12.2117	12.2151	11.526	12.7106	10.4031	11.737	14.4905	13.465	13.9603	12.3838	8.7322	10.2465	11.8889
Coq9	21.8548	25.1015	36.7695	29.4928	31.0379	24.1772	35.6835	43.5778	35.2856	40.6548	35.6862	43.8215	35.2948	39.9895	38.2892	32.4203	34.2765
Polr2c	9.49571	9.97011	15.1979	12.3575	11.9945	13.1548	20.5279	22.6148	20.7282	21.7372	21.5264	22.4629	21.7204	22.7795	19.3583	22.0848	21.5476
Dok4	11.6905	14.9054	17.3955	7.3932	20.0587	11.4493	18.5167	26.7662	18.9972	24.505	19.9078	32.8391	23.7031	27.0218	34.4679	27.2707	27.4383
Ccdc102a	10.2868	9.6353	12.4319	13.0528	16.949	9.18039	11.4985	14.91	11.5187	16.1989	11.9602	13.6124	15.7586	15.7921	22.4435	17.9801	19.3374
Gpr114	8.82395	3.84292	2.03656	3.97019	3.40867	4.36842	1.48167	2.41979	3.00907	2.90934	1.2908	2.71538	1.5568	1.16606	1.15931	1.32343	1.57281
Gpr56	29.1412	49.3551	36.493	23.5835	35.2185	62.294	26.1647	36.8629	18.85	29.2572	18.4172	37.7878	22.2317	33.3178	84.9713	56.1743	56.5469
Gpr97	2.86706	3.50305	1.66029	1.8343	1.72193	3.45439	0.799635	1.16225	1.18633	0.405829	0.763478	0.556155	0.68026	0.494475	0.183053	0.350512	0.485971
Ccdc135	0.00787597	0.0	0.0831731	0.0183762	0.0	0.00907863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00623808	0.00609423	0.025873
Katnb1	5.57372	5.25884	8.57461	5.40579	5.39877	4.85847	5.65079	6.85491	5.80878	7.32099	6.2274	6.38513	6.47809	7.16038	7.26733	8.47891	9.10822
Kifc3	25.8475	24.7933	26.3472	17.6384	22.9931	24.4187	28.2658	39.7274	22.9947	33.3517	23.8054	42.6778	30.5001	37.2798	76.3003	61.1774	65.1077
Cngb1.1	0.147444	0.107708	0.135629	0.387455	0.0845421	0.123514	0.0863742	0.10323	0.069475	0.0610243	0.0582641	0.0551911	0.0691021	0.0333568	0.0524317	0.0727869	0.126163
Tepp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp319	7.01791	8.44622	7.13641	6.41129	7.17849	8.95914	5.25473	5.6257	4.26853	5.66578	5.84143	5.68803	6.12526	6.83181	9.89424	9.61436	10.8689
AA960436	20.1302	23.0004	21.3422	16.595	18.3781	22.973	21.1277	22.0551	21.3608	21.0548	24.9963	26.1151	25.2818	26.5131	23.5588	22.7079	24.008
Mmp15	9.2469	15.7221	15.3366	7.79543	12.6877	24.3107	14.4386	11.7835	6.49722	9.64235	12.3311	12.9327	10.8923	13.4744	14.845	7.29694	6.10744
Gtl3	25.9061	26.5233	33.7245	25.1279	31.4351	29.9165	39.2852	40.374	40.1023	40.623	40.7013	47.7308	40.4886	43.584	38.0867	39.6355	38.2287
Csnk2a2	8.15473	9.54282	10.6263	10.2715	10.6791	11.729	11.9268	12.2769	10.2499	11.9962	12.4817	11.7509	11.7676	13.2111	12.8338	15.6587	15.7596
Ccdc113	0.038233	0.0401822	0.0252258	0.0446202	0.0	0.0	0.0433573	0.0395293	0.0	0.0183464	0.0184407	0.0392502	0.019878	0.0331936	0.0	0.0	0.0
Prss54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gins3	3.05012	2.49347	2.53175	4.09331	2.57683	2.72881	2.20643	2.24561	2.622	2.27604	3.12553	2.71779	3.4893	3.02312	2.68876	4.92734	4.54742
Ndrg4	5.62687	2.28908	2.62856	8.03509	3.34707	4.61909	1.88386	1.76904	1.28174	1.87523	2.41397	0.967527	2.10783	2.07627	10.0804	6.29503	6.39883
Setd6	6.39141	9.14477	9.50825	5.08636	9.47994	9.21783	10.7532	10.7464	9.91692	11.8003	10.9418	12.3137	11.7338	11.6412	8.01106	10.03	10.0129
Cnot1	29.8537	37.0057	36.1807	23.6556	33.9576	36.4485	37.0369	37.5232	40.4947	38.4018	38.1235	42.6452	39.0888	42.7063	51.3531	50.7892	50.7436
4930513N10Rik	0.497785	0.731444	0.678821	0.399715	0.526949	0.647292	0.714771	0.693021	0.786238	1.05566	0.703169	0.965433	0.639612	1.05689	1.15489	1.27996	1.29287
Slc38a7	10.6269	11.3217	11.3378	9.67081	12.1296	11.4442	8.70452	9.86876	8.35987	9.10177	9.65206	10.0089	11.0536	10.2092	30.9771	25.1399	25.0872
Got2	23.4672	24.31	30.5431	30.4955	32.2661	28.9102	34.0101	35.9116	30.2717	38.0916	31.5778	32.0061	34.0967	37.7636	68.1452	65.5729	70.8695
Mir1186b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdh8	0.0374111	0.0	0.0	0.0	0.0309207	0.0396289	0.0	0.0	0.0	0.0	0.0	0.0	0.0072602	0.0	0.0	0.0	0.0
Cdh11	86.4427	23.6196	31.3589	32.0134	25.8918	39.1999	31.7567	30.8244	39.3402	34.631	33.6216	16.7175	38.6148	28.2633	0.39398	0.596177	0.606951
4933400L20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdh5	53.645	33.0422	23.6039	133.048	29.9401	37.0829	13.4858	12.3418	8.6146	14.0839	15.9734	6.64499	14.9555	15.5568	0.00435125	0.0212584	0.0270647
Bean1	0.711531	0.336555	0.727685	2.53803	0.653297	0.506584	0.219019	0.229869	0.123678	0.212825	0.222554	0.0929151	0.195265	0.0964815	0.00552588	0.0337431	0.0305663
Tk2	11.9931	12.8849	13.4058	13.0032	13.6137	12.1851	13.1128	15.9187	12.9612	15.3876	11.8811	16.2509	12.7426	14.4477	15.938	13.6431	13.4476
Cklf	23.2523	16.4483	12.5498	20.5741	16.5207	18.6397	18.7486	16.6648	16.3587	12.034	20.101	20.8532	19.1653	14.156	7.12835	9.40308	9.2001
Cmtm2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0377516
Cmtm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0225768	0.0	0.0	0.0	0.0	0.0179688
Cmtm2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0293811	0.0	0.0	0.0	0.0	0.0	0.0233214	0.0496945
Cmtm3	89.0768	51.3499	49.6177	105.182	51.4247	62.055	43.0291	44.7478	35.3446	43.5315	46.6733	28.9046	44.1383	44.3227	26.5418	29.5321	30.9987
Cmtm4	17.9758	24.9686	29.3268	10.1299	25.7049	24.411	28.413	28.4331	22.5013	28.2609	26.9281	35.0763	27.9869	33.4825	50.4421	45.4298	44.0779
Dync1li2	37.7108	36.5678	45.9006	27.0546	40.2054	37.653	39.3496	37.7886	42.6142	43.4405	40.4154	43.6387	43.82	44.7067	57.6678	56.5963	54.9244
Ccdc79	0.248846	0.616949	0.388217	0.0791727	0.340688	0.538946	0.329661	0.318262	0.319613	0.208387	0.130179	0.276319	0.179548	0.207844	0.310608	0.28011	0.235351
Nae1	33.2035	30.8296	39.4969	27.5417	39.8276	36.1606	54.3353	51.786	59.8718	47.8961	53.0879	63.5361	52.7836	44.3231	27.3499	33.8602	32.122
Car7	0.399505	0.371188	0.263621	0.663416	0.372101	0.265792	0.208312	0.253825	0.18261	0.279539	0.281096	0.141576	0.191456	0.319342	0.728515	0.616474	0.57955
Pdp2	2.84597	3.18922	2.34396	1.49103	2.35246	3.21494	2.50247	2.50716	2.33801	2.56603	3.19853	3.20152	3.32269	3.76057	2.62444	2.91035	2.53465
Cdh16	0.0343922	0.0963227	0.244619	0.0621499	0.0336862	0.317291	1.1176	1.28261	0.0688805	0.279031	1.42721	0.689854	0.265529	0.223238	1.97673	1.50225	1.12063
Rrad	4.89155	3.97472	4.14581	7.81997	2.5359	6.86552	4.61179	5.15755	2.25128	4.79705	5.55839	3.13847	8.47932	7.65782	1.96245	3.10515	3.14023
Fam96b	25.2026	23.0501	31.753	32.6907	26.3196	32.7255	28.8888	31.0654	28.6277	30.5304	36.5996	34.0111	36.599	37.7739	33.1421	39.8997	42.0135
Ces2a	0.327767	1.78108	0.60279	0.273828	2.78378	2.45555	0.320915	0.410588	0.174344	0.0698726	0.136083	0.265779	0.0873623	0.0825495	13.9048	4.0958	2.8136
4932416K20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0294237	0.0143744	0.0152523
Ces2b	0.231271	1.09887	0.0803282	0.213032	0.254683	0.364891	0.0137076	0.0125519	0.0120316	0.011632	0.0234021	0.012432	0.0	0.0105175	0.471772	0.250785	0.216445
Ces2c	0.330646	11.932	2.15127	0.367745	1.45224	2.24018	0.328372	0.565467	0.296017	0.200831	0.100935	0.72681	0.169395	0.235204	30.7652	12.8633	10.3742
Ces2d-ps	0.195686	3.5297	0.731643	0.164244	0.59316	0.675044	0.0922567	0.19335	0.158224	0.0898868	0.0337586	0.298862	0.0607024	0.148416	10.008	4.50214	3.3423
Ces2e	1.32769	12.4485	0.85492	1.40511	0.660066	0.806699	0.155594	0.142541	0.282313	0.242529	0.19834	0.151883	0.211763	0.120754	0.622647	0.590837	0.570485
Ces2f	0.101637	0.0933644	0.0	0.0	0.0139898	0.0439461	0.0143149	0.0131037	0.0	0.0121449	0.0122162	0.0	0.0131783	0.0109816	0.0200951	0.0593644	0.0521154
Ces2g	6.3387	18.9144	21.6063	4.89341	27.4486	11.6983	2.74497	4.35714	5.05757	3.88134	2.08154	8.48252	3.22885	4.63788	50.3387	29.2211	26.0094
Ces3a	0.938474	0.117569	0.0159448	0.0	2.32725	0.0139286	0.0136033	0.012457	0.0441399	0.048008	0.0	0.0820851	0.0	0.0602848	0.0471391	0.0	0.00991239
Ces3b	0.155277	0.0474676	0.0	0.0	0.192465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0371807	0.0
Ces4a	0.0	0.0	0.0	0.0108138	0.0	0.0	0.0	0.477389	0.475589	0.00884204	0.0	0.0	0.00960195	0.00799319	0.0	0.0	0.0
Cbfb	59.7976	57.2524	59.1428	57.4769	50.9581	61.818	58.4035	53.617	57.3998	53.2961	68.6601	57.2602	64.9588	60.178	27.8307	43.3333	43.7801
D230025D16Rik	11.2841	13.7941	17.0886	11.9361	13.3876	12.714	12.2372	15.805	14.4774	15.3012	13.4633	16.5452	15.136	15.4548	16.5568	13.2871	12.644
B3gnt9-ps	17.7704	5.45519	7.85452	15.99	6.0464	8.70669	4.96494	6.3952	6.39622	7.18572	5.75809	4.16836	5.28784	5.48147	0.975294	0.951506	1.02165
Tradd	18.9395	17.7162	24.6509	12.9905	17.9082	18.8084	19.244	24.7018	16.7364	22.9692	21.0398	28.1498	21.803	24.9342	22.0664	20.5012	20.2335
Fbxl8	4.35459	4.13822	4.56278	2.44844	4.03406	4.8809	3.70168	4.37781	3.21316	4.70605	4.72234	5.20309	5.37131	6.1626	9.14366	7.50566	7.22563
Hsf4	1.75695	1.12357	1.86252	1.87126	1.37624	0.898067	1.81096	2.72104	1.5676	2.64286	1.63517	2.18102	2.03874	1.87543	2.22301	2.60096	2.93226
Nol3	2.67722	1.29742	4.23124	3.19376	3.00891	2.2234	2.6373	4.33331	2.16364	4.77238	2.19383	3.84851	3.99843	3.9594	1.92304	1.50688	1.50656
4931428F04Rik	3.18454	3.76075	5.22064	2.66253	4.75237	2.75246	2.93194	3.23	2.83089	3.60568	2.84684	3.09748	3.18138	3.85672	7.5929	7.35074	7.95968
Exoc3l	2.695	1.80622	1.33253	3.74348	1.66828	1.78714	0.849943	1.02118	0.826979	0.894062	1.04677	0.835775	0.942949	1.0336	1.01337	1.17814	1.02869
E2f4	34.2439	37.9962	43.0533	32.1597	41.5042	48.2462	46.364	50.7506	35.5325	52.8064	51.6556	51.2766	51.9745	62.5996	43.1429	52.9769	59.7972
Elmo3	6.37544	15.8386	12.1405	2.45376	11.2324	12.0388	16.1137	17.8387	10.4897	13.2817	9.75122	19.6042	8.98174	13.1729	19.5903	10.8024	10.0354
Mir328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lrrc29	0.694714	0.691471	1.02752	0.642816	0.633108	0.414271	0.890019	1.09912	0.864115	0.89264	0.575613	0.90508	0.658256	0.36216	1.0643	0.78649	0.746894
Tmem208	59.8139	52.516	61.5745	44.46	50.1885	51.8379	53.4126	64.3133	66.8923	53.1682	66.0934	68.6404	68.2141	57.2721	36.6132	34.411	34.976
Fhod1	13.8403	17.4833	19.1617	9.16548	16.1435	13.9129	8.46132	9.98719	8.41238	10.4019	10.2217	9.49067	12.5043	11.1179	38.8359	32.9884	34.2959
Slc9a5	2.05644	2.64602	3.14079	1.69693	2.77355	1.80394	1.79192	1.74703	1.82649	1.91286	2.39686	1.64541	2.44678	1.65618	5.24969	5.15577	5.79235
Plekhg4	0.869844	0.236275	0.553288	0.342335	0.592951	0.477156	0.421995	0.26411	0.185704	0.398949	0.411671	0.0852039	0.417374	0.315479	0.560611	0.892751	1.23593
Kctd19	0.0514906	0.0384646	0.0486981	0.0684497	0.0567494	0.0676334	0.0164398	0.0	0.0216858	0.0489179	0.0211007	0.0149288	0.0151845	0.00631652	0.0874449	0.19338	0.307236
Lrrc36	0.231098	0.242539	0.318478	0.167655	0.122411	0.128133	0.0555557	0.0707109	0.048786	0.0471655	0.0858537	0.0504015	0.0113745	0.0426427	0.0	0.0289547	0.0480306
Tppp3	27.1868	12.0011	9.67585	10.5206	15.4189	15.8124	16.2205	19.1369	17.8307	26.6096	18.2017	14.2294	21.769	14.2682	2.77585	5.25847	6.24373
Zdhhc1	10.6544	9.07375	8.97987	6.63788	7.88175	9.00402	3.55949	5.13718	4.29945	5.22061	3.56451	4.34337	4.08846	4.98299	7.57806	5.96655	6.84218
Hsd11b2	4.25242	1.77254	2.95487	0.919366	5.2336	3.41771	0.338149	0.722338	0.395684	0.657501	0.180376	0.54942	0.467004	0.648564	0.31654	0.357436	0.44124
Atp6v0d1	62.311	51.914	59.8756	58.9997	42.0684	52.0143	42.5397	48.134	37.7492	39.4011	46.7851	40.2063	42.1227	45.1085	87.8655	80.1064	78.7632
Agrp	0.0432219	0.136839	0.227968	0.151456	0.0	0.0499226	0.251175	0.31569	0.0870821	0.042106	0.126614	0.0903587	0.362914	0.0381576	0.270897	0.395933	0.176144
Fam65a	20.5172	16.4118	19.866	18.1476	17.8516	17.4268	14.7792	15.3289	12.82	15.8617	16.2593	17.7428	17.3035	19.8504	35.7	34.4735	36.6933
Mir1966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctcf	24.7451	25.3299	25.7972	19.0934	25.3104	26.2595	24.5673	25.2703	24.3361	26.6038	24.9529	28.2319	25.7473	28.1125	21.4363	27.788	27.114
Rltpr	0.661173	1.68382	0.469141	0.791987	1.17883	1.72997	0.30263	0.518515	0.469864	0.514453	0.267609	0.521922	0.493321	0.310057	0.355854	0.3407	0.295294
Acd	12.2677	13.0871	16.4628	15.1835	13.4613	13.3541	15.2991	20.4771	15.447	18.8526	17.2269	18.2891	17.5829	19.9617	21.958	21.4417	24.5593
Pard6a	4.24844	2.81684	4.63707	3.71753	4.1323	4.12696	4.73618	5.33775	4.33397	5.27344	6.47153	6.27095	5.69585	5.61519	6.73973	5.8168	6.65414
E130303B06Rik	4.77207	4.43584	6.94948	5.21427	4.55997	4.45168	5.06616	6.19166	4.86866	6.33106	6.95055	5.87447	7.84821	6.91562	13.2808	16.5331	18.1209
4933405L10Rik	0.0220847	0.0232224	0.0582798	0.0	0.0971495	0.0764331	0.0251198	0.0914366	0.0658841	0.0637015	0.0213358	0.0681667	0.0919627	0.0384259	0.50504	0.441883	0.253149
Gfod2	9.37401	9.53173	8.47785	4.82103	8.68479	11.3954	5.22697	5.33402	4.5562	5.3503	7.68481	6.93459	8.23699	8.02339	5.33418	5.43297	6.28669
