hsa	bta
hsa0000272085	bta0000169865
hsa0000272088	bta0000169868
hsa0000272088	bta0000169867
hsa0000272089	bta0000169868
hsa0000272091	bta0000169869
hsa0000272092	bta0000169870
hsa0000272100	bta0000169877
hsa0000272102	bta0000169879
hsa0000272141	bta0000166140
hsa0000272150	bta0000165214
hsa0000272155	bta0000165217
hsa0000272157	bta0000165218
hsa0000272158	bta0000165219
hsa0000272159	bta0000165220
hsa0000272160	bta0000165220
hsa0000272166	bta0000165224
hsa0000272170	bta0000165228
hsa0000272173	bta0000165230
hsa0000272184	bta0000084903
hsa0000272186	bta0000084904
hsa0000272190	bta0000084907
hsa0000272221	bta0000166508
hsa0000272222	bta0000166508
hsa0000272223	bta0000166508
hsa0000272225	bta0000166509
hsa0000272227	bta0000166513
hsa0000272228	bta0000166514
hsa0000272230	bta0000166516
hsa0000272234	bta0000166541
hsa0000272239	bta0000166544
hsa0000272244	bta0000166548
hsa0000272248	bta0000166550
hsa0000272250	bta0000166552
hsa0000272252	bta0000166553
hsa0000272253	bta0000166554
hsa0000272259	bta0000166560
hsa0000272263	bta0000166564
hsa0000272266	bta0000170885
hsa0000272336	bta0000080657
hsa0000272347	bta0000080663
hsa0000272371	bta0000080647
hsa0000272372	bta0000080648
hsa0000272375	bta0000080649
hsa0000272376	bta0000080650
hsa0000272393	bta0000165075
hsa0000272397	bta0000165076
hsa0000272405	bta0000165078
hsa0000272452	bta0000160154
hsa0000272454	bta0000160158
hsa0000272538	bta0000083179
hsa0000272538	bta0000083180
hsa0000272538	bta0000083181
hsa0000272539	bta0000083179
hsa0000272540	bta0000083181
hsa0000272540	bta0000083179
hsa0000272542	bta0000083182
hsa0000272543	bta0000083183
hsa0000272545	bta0000083184
hsa0000272546	bta0000083185
hsa0000272547	bta0000083186
hsa0000272548	bta0000083187
hsa0000272549	bta0000083188
hsa0000272554	bta0000083192
hsa0000272555	bta0000083193
hsa0000272556	bta0000083194
hsa0000272559	bta0000083197
hsa0000272563	bta0000083201
hsa0000272564	bta0000083202
hsa0000272565	bta0000083203
hsa0000272566	bta0000083204
hsa0000272567	bta0000083205
hsa0000272568	bta0000083206
hsa0000272569	bta0000083207
hsa0000272570	bta0000083208
hsa0000272571	bta0000083209
hsa0000272573	bta0000083210
hsa0000272574	bta0000083211
hsa0000272575	bta0000083212
hsa0000272576	bta0000083213
hsa0000272579	bta0000083215
hsa0000272581	bta0000083217
hsa0000272583	bta0000083218
hsa0000272584	bta0000083219
hsa0000272585	bta0000083220
hsa0000272586	bta0000083221
hsa0000272591	bta0000083225
hsa0000272592	bta0000083226
hsa0000272594	bta0000083228
hsa0000272595	bta0000083229
hsa0000272599	bta0000083231
hsa0000272680	bta0000084080
hsa0000272693	bta0000084084
hsa0000272695	bta0000084085
hsa0000272737	bta0000083648
hsa0000272741	bta0000083642
hsa0000272742	bta0000083643
hsa0000272743	bta0000083643
hsa0000272744	bta0000083644
hsa0000272745	bta0000083644
hsa0000272749	bta0000083646
hsa0000272750	bta0000083647
hsa0000272759	bta0000078890
hsa0000272762	bta0000078892
hsa0000272766	bta0000078894
hsa0000272767	bta0000078895
hsa0000272768	bta0000078896
hsa0000272832	bta0000080202
hsa0000272832	bta0000080201
hsa0000272835	bta0000080203
hsa0000272836	bta0000080204
hsa0000272837	bta0000080205
hsa0000272838	bta0000080206
hsa0000272893	bta0000079520
hsa0000272895	bta0000079522
hsa0000272896	bta0000079523
hsa0000272902	bta0000079530
hsa0000272905	bta0000079531
hsa0000272908	bta0000079533
hsa0000272911	bta0000079536
hsa0000272914	bta0000079537
hsa0000272923	bta0000079581
hsa0000272924	bta0000079581
hsa0000272933	bta0000079584
hsa0000272937	bta0000079585
hsa0000273002	bta0000082220
hsa0000273003	bta0000082221
hsa0000273004	bta0000082222
hsa0000273007	bta0000082224
hsa0000273010	bta0000082227
hsa0000273103	bta0000084176
hsa0000273103	bta0000084175
hsa0000273104	bta0000084176
hsa0000273104	bta0000084175
hsa0000273110	bta0000084180
hsa0000273114	bta0000084183
hsa0000273121	bta0000079007
hsa0000273127	bta0000079009
hsa0000273149	bta0000169233
hsa0000273151	bta0000169234
hsa0000273160	bta0000169238
hsa0000273161	bta0000169239
hsa0000273196	bta0000170920
hsa0000273197	bta0000170921
hsa0000273206	bta0000169201
hsa0000273211	bta0000169203
hsa0000273212	bta0000169204
hsa0000273213	bta0000169205
hsa0000273214	bta0000169205
hsa0000273214	bta0000169206
hsa0000273216	bta0000169207
hsa0000273220	bta0000169208
hsa0000273245	bta0000084121
hsa0000273248	bta0000084123
hsa0000273253	bta0000084128
hsa0000273254	bta0000084128
hsa0000273255	bta0000084129
hsa0000273256	bta0000084129
hsa0000273258	bta0000084131
hsa0000273259	bta0000084133
hsa0000273260	bta0000084135
hsa0000273262	bta0000084137
hsa0000273263	bta0000084138
hsa0000273270	bta0000084145
hsa0000273271	bta0000084146
hsa0000273273	bta0000084148
hsa0000273274	bta0000084149
hsa0000273276	bta0000084151
hsa0000273277	bta0000084152
hsa0000273278	bta0000084153
hsa0000273280	bta0000084155
hsa0000273282	bta0000084157
hsa0000273332	bta0000195723
hsa0000273333	bta0000195724
hsa0000273334	bta0000195725
hsa0000273391	bta0000022822
hsa0000273767	bta0000009311
hsa0000273770	bta0000009314
hsa0000273771	bta0000009315
hsa0000274036	bta0000047055
hsa0000274037	bta0000047056
hsa0000274038	bta0000047057
hsa0000274039	bta0000047059
hsa0000274040	bta0000047060
hsa0000274041	bta0000047062
hsa0000274042	bta0000047065
hsa0000274042	bta0000047066
hsa0000274042	bta0000047064
hsa0000274044	bta0000047081
hsa0000274045	bta0000047085
hsa0000274046	bta0000047086
hsa0000274048	bta0000047088
hsa0000274049	bta0000047093
hsa0000274050	bta0000047094
hsa0000274051	bta0000047100
hsa0000274053	bta0000047109
hsa0000274056	bta0000047112
hsa0000274057	bta0000047113
hsa0000274059	bta0000047116
hsa0000274060	bta0000047119
hsa0000274061	bta0000047121
hsa0000274064	bta0000047128
hsa0000274065	bta0000047129
hsa0000274066	bta0000047136
hsa0000274067	bta0000047141
hsa0000274068	bta0000047147
hsa0000274075	bta0000051700
hsa0000274077	bta0000046969
hsa0000274086	bta0000147831
hsa0000274087	bta0000046710
hsa0000274090	bta0000046714
hsa0000274092	bta0000046715
hsa0000274094	bta0000046716
hsa0000274155	bta0000050369
hsa0000274185	bta0000051350
hsa0000274189	bta0000051354
hsa0000274264	bta0000050549
hsa0000274266	bta0000050550
hsa0000274272	bta0000050555
hsa0000274273	bta0000050556
hsa0000274282	bta0000050340
hsa0000274290	bta0000050348
hsa0000274298	bta0000050589
hsa0000274308	bta0000050596
hsa0000274309	bta0000050597
hsa0000274324	bta0000051090
hsa0000274327	bta0000043705
hsa0000274332	bta0000046737
hsa0000274334	bta0000046738
hsa0000274340	bta0000046743
hsa0000274341	bta0000046718
hsa0000274350	bta0000046725
hsa0000274368	bta0000047290
hsa0000274369	bta0000047290
hsa0000274399	bta0000052259
hsa0000274400	bta0000052260
hsa0000274401	bta0000052261
hsa0000274403	bta0000052263
hsa0000274405	bta0000052265
hsa0000274406	bta0000052266
hsa0000274407	bta0000052267
hsa0000274408	bta0000052268
hsa0000274411	bta0000146670
hsa0000274417	bta0000146672
hsa0000274418	bta0000147175
hsa0000274450	bta0000146649
hsa0000274453	bta0000146654
hsa0000274468	bta0000043583
hsa0000274490	bta0000148173
hsa0000274491	bta0000148174
hsa0000274495	bta0000148177
hsa0000274501	bta0000148183
hsa0000274520	bta0000148166
hsa0000274521	bta0000148166
hsa0000274529	bta0000148105
hsa0000274556	bta0000148074
hsa0000274557	bta0000148074
hsa0000274562	bta0000148075
hsa0000274563	bta0000148075
hsa0000274567	bta0000148078
hsa0000274568	bta0000148079
hsa0000274570	bta0000148080
hsa0000274580	bta0000050499
hsa0000274581	bta0000050500
hsa0000274582	bta0000050501
hsa0000274617	bta0000146770
hsa0000274617	bta0000146771
hsa0000274630	bta0000146788
hsa0000274635	bta0000146793
hsa0000274642	bta0000146803
hsa0000274643	bta0000146804
hsa0000274644	bta0000146805
hsa0000274647	bta0000146808
hsa0000274648	bta0000146809
hsa0000274649	bta0000146810
hsa0000274650	bta0000146811
hsa0000274652	bta0000146813
hsa0000274653	bta0000146814
hsa0000274654	bta0000146815
hsa0000274655	bta0000146817
hsa0000274670	bta0000047506
hsa0000274671	bta0000047507
hsa0000274672	bta0000047508
hsa0000274673	bta0000047509
hsa0000274677	bta0000047513
hsa0000274678	bta0000047514
hsa0000274679	bta0000047515
hsa0000274680	bta0000047516
hsa0000274683	bta0000047518
hsa0000274685	bta0000047522
hsa0000274689	bta0000047525
hsa0000274690	bta0000148029
hsa0000274693	bta0000148032
hsa0000274696	bta0000148034
hsa0000274697	bta0000148035
hsa0000274699	bta0000148037
hsa0000274700	bta0000148038
hsa0000274704	bta0000148042
hsa0000274705	bta0000148043
hsa0000274706	bta0000148044
hsa0000274707	bta0000148045
hsa0000274708	bta0000148046
hsa0000274713	bta0000148049
hsa0000274714	bta0000148050
hsa0000274718	bta0000148052
hsa0000274719	bta0000148053
hsa0000274719	bta0000148054
hsa0000274720	bta0000148054
hsa0000274739	bta0000050064
hsa0000274740	bta0000050066
hsa0000274740	bta0000050065
hsa0000274742	bta0000050069
hsa0000274743	bta0000050075
hsa0000274744	bta0000050076
hsa0000274745	bta0000050077
hsa0000274746	bta0000050078
hsa0000274790	bta0000046748
hsa0000274792	bta0000046750
hsa0000274793	bta0000046751
hsa0000274797	bta0000046755
hsa0000274798	bta0000046756
hsa0000274803	bta0000046896
hsa0000274803	bta0000046898
hsa0000274807	bta0000046913
hsa0000274810	bta0000046914
hsa0000274816	bta0000046922
hsa0000274827	bta0000046674
hsa0000274830	bta0000046675
hsa0000274831	bta0000046676
hsa0000274832	bta0000046677
hsa0000274837	bta0000046681
hsa0000274909	bta0000050824
hsa0000274923	bta0000051053
hsa0000274925	bta0000051055
hsa0000274928	bta0000051057
hsa0000274930	bta0000051060
hsa0000274942	bta0000050834
hsa0000274945	bta0000050835
hsa0000274947	bta0000050836
hsa0000274948	bta0000050837
hsa0000274951	bta0000050840
hsa0000274955	bta0000050843
hsa0000274958	bta0000050845
hsa0000274962	bta0000050849
hsa0000274965	bta0000050850
hsa0000274967	bta0000050852
hsa0000274975	bta0000050858
hsa0000275016	bta0000051381
hsa0000275017	bta0000051382
hsa0000275021	bta0000048028
hsa0000275028	bta0000048036
hsa0000275029	bta0000048037
hsa0000275030	bta0000048038
hsa0000275031	bta0000048039
hsa0000275032	bta0000048040
hsa0000275036	bta0000048044
hsa0000275037	bta0000048045
hsa0000275038	bta0000048046
hsa0000275039	bta0000048047
hsa0000275043	bta0000048109
hsa0000275045	bta0000048110
hsa0000275046	bta0000048111
hsa0000275047	bta0000048131
hsa0000275060	bta0000048244
hsa0000275062	bta0000048287
hsa0000275067	bta0000048290
hsa0000275068	bta0000048291
hsa0000275069	bta0000048292
hsa0000275070	bta0000048293
hsa0000275083	bta0000048315
hsa0000275084	bta0000048316
hsa0000275087	bta0000048319
hsa0000275101	bta0000048490
hsa0000275105	bta0000146033
hsa0000275159	bta0000148405
hsa0000275160	bta0000148406
hsa0000275162	bta0000148408
hsa0000275163	bta0000148408
hsa0000275164	bta0000148409
hsa0000275166	bta0000148411
hsa0000275167	bta0000148412
hsa0000275170	bta0000148415
hsa0000275173	bta0000148418
hsa0000275177	bta0000148422
hsa0000275182	bta0000147582
hsa0000275185	bta0000147585
hsa0000275186	bta0000147586
hsa0000275189	bta0000147589
hsa0000275190	bta0000147590
hsa0000275227	bta0000147630
hsa0000275230	bta0000147631
hsa0000275234	bta0000147633
hsa0000275244	bta0000147640
hsa0000275254	bta0000147855
hsa0000275257	bta0000147857
hsa0000275260	bta0000147860
hsa0000275263	bta0000147862
hsa0000275267	bta0000147864
hsa0000275268	bta0000147864
hsa0000275270	bta0000147865
hsa0000275272	bta0000147866
hsa0000275273	bta0000147866
hsa0000275304	bta0000147710
hsa0000275338	bta0000148323
hsa0000275344	bta0000050721
hsa0000275345	bta0000050721
hsa0000275376	bta0000050869
hsa0000275379	bta0000050874
hsa0000275385	bta0000050878
hsa0000275387	bta0000050880
hsa0000275388	bta0000050881
hsa0000275389	bta0000050882
hsa0000275400	bta0000047634
hsa0000275407	bta0000047642
hsa0000275410	bta0000047645
hsa0000275413	bta0000047648
hsa0000275414	bta0000047649
hsa0000275417	bta0000047651
hsa0000275421	bta0000047656
hsa0000275425	bta0000047659
hsa0000275429	bta0000047662
hsa0000275444	bta0000048822
hsa0000275445	bta0000043790
hsa0000275446	bta0000043791
hsa0000275452	bta0000043795
hsa0000275453	bta0000043796
hsa0000275458	bta0000043933
hsa0000275462	bta0000043935
hsa0000275465	bta0000043937
hsa0000275467	bta0000043938
hsa0000275471	bta0000043942
hsa0000275472	bta0000043943
hsa0000275473	bta0000043944
hsa0000275474	bta0000043945
hsa0000275476	bta0000043947
hsa0000275477	bta0000043950
hsa0000275481	bta0000043928
hsa0000275484	bta0000043929
hsa0000275500	bta0000043674
hsa0000275501	bta0000043675
hsa0000275502	bta0000043676
hsa0000275503	bta0000043677
hsa0000275512	bta0000147573
hsa0000275514	bta0000147575
hsa0000275520	bta0000052339
hsa0000275525	bta0000052342
hsa0000275527	bta0000052343
hsa0000275528	bta0000052344
hsa0000275529	bta0000052345
hsa0000275530	bta0000052346
hsa0000275535	bta0000052348
hsa0000275538	bta0000052350
hsa0000275539	bta0000052351
hsa0000275552	bta0000043663
hsa0000275553	bta0000043664
hsa0000275556	bta0000047328
hsa0000275557	bta0000047329
hsa0000275561	bta0000047331
hsa0000275569	bta0000047339
hsa0000275570	bta0000047341
hsa0000275570	bta0000047342
hsa0000275571	bta0000047342
hsa0000275583	bta0000047182
hsa0000275585	bta0000047185
hsa0000275588	bta0000047187
hsa0000275591	bta0000047188
hsa0000275596	bta0000047192
hsa0000275598	bta0000047194
hsa0000275599	bta0000047195
hsa0000275600	bta0000047201
hsa0000275603	bta0000047204
hsa0000275604	bta0000047205
hsa0000275609	bta0000047207
hsa0000275610	bta0000047208
hsa0000275611	bta0000047209
hsa0000275612	bta0000047210
hsa0000275620	bta0000147239
hsa0000275655	bta0000146712
hsa0000275659	bta0000146715
hsa0000275662	bta0000146717
hsa0000275678	bta0000146697
hsa0000275702	bta0000147037
hsa0000275735	bta0000148486
hsa0000275739	bta0000148490
hsa0000275742	bta0000148492
hsa0000275745	bta0000148495
hsa0000275747	bta0000148496
hsa0000275748	bta0000148497
hsa0000275749	bta0000148498
hsa0000275754	bta0000148504
hsa0000275759	bta0000146151
hsa0000275761	bta0000146152
hsa0000275762	bta0000146153
hsa0000275764	bta0000146154
hsa0000275766	bta0000146155
hsa0000275767	bta0000146157
hsa0000275767	bta0000146156
hsa0000275768	bta0000146157
hsa0000275770	bta0000146160
hsa0000275771	bta0000146161
hsa0000275788	bta0000146175
hsa0000275789	bta0000146177
hsa0000275798	bta0000146187
hsa0000275799	bta0000146264
hsa0000275800	bta0000146265
hsa0000275801	bta0000146265
hsa0000275802	bta0000146266
hsa0000275838	bta0000148234
hsa0000275845	bta0000148240
hsa0000275847	bta0000148241
hsa0000275848	bta0000148242
hsa0000275849	bta0000148242
hsa0000275851	bta0000148243
hsa0000275852	bta0000148244
hsa0000275854	bta0000148281
hsa0000275855	bta0000148282
hsa0000275856	bta0000148283
hsa0000275857	bta0000148284
hsa0000275858	bta0000148285
hsa0000275859	bta0000148288
hsa0000275860	bta0000148289
hsa0000275861	bta0000148290
hsa0000275864	bta0000148294
hsa0000275899	bta0000147887
hsa0000275900	bta0000147887
hsa0000275903	bta0000147888
hsa0000275904	bta0000147889
hsa0000275905	bta0000147890
hsa0000275906	bta0000147891
hsa0000275908	bta0000147892
hsa0000275912	bta0000147895
hsa0000275913	bta0000147898
hsa0000275914	bta0000147899
hsa0000275915	bta0000147900
hsa0000275918	bta0000147902
hsa0000275921	bta0000147904
hsa0000275922	bta0000147905
hsa0000275923	bta0000147905
hsa0000275927	bta0000147907
hsa0000275929	bta0000147908
hsa0000275931	bta0000147910
hsa0000275932	bta0000147911
hsa0000275933	bta0000147912
hsa0000275964	bta0000147943
hsa0000275965	bta0000147944
hsa0000275966	bta0000147945
hsa0000275967	bta0000147946
hsa0000275970	bta0000147950
hsa0000275989	bta0000147957
hsa0000275999	bta0000148509
hsa0000276001	bta0000148511
hsa0000276003	bta0000148513
hsa0000276005	bta0000148514
hsa0000276006	bta0000148515
hsa0000276007	bta0000148516
hsa0000276019	bta0000148538
hsa0000276020	bta0000148539
hsa0000276022	bta0000148541
hsa0000276045	bta0000147977
hsa0000276047	bta0000147979
hsa0000276051	bta0000147981
hsa0000276054	bta0000147984
hsa0000276055	bta0000147984
hsa0000276056	bta0000147985
hsa0000276057	bta0000147986
hsa0000276060	bta0000147990
hsa0000276061	bta0000147990
hsa0000276066	bta0000145883
hsa0000276067	bta0000145885
hsa0000276069	bta0000145886
hsa0000276070	bta0000145888
hsa0000276072	bta0000145888
hsa0000276081	bta0000146877
hsa0000276082	bta0000146878
hsa0000276089	bta0000147818
hsa0000276090	bta0000147819
hsa0000276092	bta0000147821
hsa0000276096	bta0000147825
hsa0000276099	bta0000043802
hsa0000276100	bta0000043803
hsa0000276108	bta0000043805
hsa0000276110	bta0000043806
hsa0000276114	bta0000043808
hsa0000276115	bta0000043809
hsa0000276117	bta0000043811
hsa0000276118	bta0000043811
hsa0000276119	bta0000043812
hsa0000276140	bta0000050692
hsa0000276142	bta0000050509
hsa0000276146	bta0000050511
hsa0000276170	bta0000050529
hsa0000276171	bta0000050530
hsa0000276172	bta0000050531
hsa0000276175	bta0000050534
hsa0000276177	bta0000050536
hsa0000276178	bta0000050537
hsa0000276180	bta0000050539
hsa0000276181	bta0000050540
hsa0000276182	bta0000050541
hsa0000276198	bta0000147163
hsa0000276211	bta0000050112
hsa0000276214	bta0000050115
hsa0000276215	bta0000050116
hsa0000276218	bta0000050117
hsa0000276223	bta0000047433
hsa0000276229	bta0000047436
hsa0000276231	bta0000047437
hsa0000276234	bta0000047439
hsa0000276240	bta0000047442
hsa0000276241	bta0000047442
hsa0000276242	bta0000047443
hsa0000276264	bta0000146888
hsa0000276265	bta0000146891
hsa0000276266	bta0000148188
hsa0000276269	bta0000148190
hsa0000276270	bta0000148191
hsa0000276271	bta0000148192
hsa0000276275	bta0000148196
hsa0000276282	bta0000148202
hsa0000276286	bta0000148206
hsa0000276287	bta0000148207
hsa0000276289	bta0000148209
hsa0000276290	bta0000148210
hsa0000276310	bta0000047283
hsa0000276338	bta0000047311
hsa0000276339	bta0000047312
hsa0000276350	bta0000047319
hsa0000276351	bta0000047319
hsa0000276354	bta0000047322
hsa0000276357	bta0000047324
hsa0000276359	bta0000047325
hsa0000276366	bta0000048140
hsa0000276366	bta0000048141
hsa0000276367	bta0000048141
hsa0000276379	bta0000048148
hsa0000276384	bta0000048150
hsa0000276389	bta0000048153
hsa0000276392	bta0000048155
hsa0000276393	bta0000048156
hsa0000276395	bta0000048157
hsa0000276397	bta0000048158
hsa0000276398	bta0000048159
hsa0000276402	bta0000146364
hsa0000276403	bta0000146365
hsa0000276404	bta0000146366
hsa0000276405	bta0000146367
hsa0000276409	bta0000146369
hsa0000276411	bta0000146370
hsa0000276412	bta0000146371
hsa0000276414	bta0000146373
hsa0000276415	bta0000146374
hsa0000276417	bta0000146377
hsa0000276418	bta0000146380
hsa0000276420	bta0000146381
hsa0000276421	bta0000146382
hsa0000276422	bta0000146383
hsa0000276423	bta0000146384
hsa0000276425	bta0000146387
hsa0000276446	bta0000147841
hsa0000276447	bta0000147842
hsa0000276459	bta0000046901
hsa0000276460	bta0000046902
hsa0000276468	bta0000147334
hsa0000276477	bta0000147387
hsa0000276480	bta0000147390
hsa0000276483	bta0000048889
hsa0000276483	bta0000048890
hsa0000276485	bta0000048896
hsa0000276487	bta0000048899
hsa0000276500	bta0000046448
hsa0000276503	bta0000046450
hsa0000276506	bta0000046452
hsa0000276516	bta0000046459
hsa0000276527	bta0000147342
hsa0000276528	bta0000147342
hsa0000276533	bta0000147344
hsa0000276536	bta0000147346
