mouse_exon1	mouse_exon2	human_exon1	human_exon2	human_coord1	human_coord2	identity1	identity2	avg_identity
chr3:96467524:96467675:1	chr2:27160140:27160227:-1	ENSE00002687871	ENSE00001096237	chr1:145994016:145994167:-1	chr9:133771959:133772046:-1	0.88	0.88	0.88
chr3:96467524:96467675:1	chr2:27161787:27161903:-1	ENSE00002687871	ENSE00001096274	chr1:145994016:145994167:-1	chr9:133774935:133775051:-1	0.88	0.85	0.865
chr3:96467524:96467675:1	chr2:27158911:27159034:-1	ENSE00002687871	ENSE00001096272	chr1:145994016:145994167:-1	chr9:133770378:133770501:-1	0.88	0.86	0.87
chr3:96467524:96467675:1	chr5:121310044:121310166:-1	ENSE00002687871	ENSE00000834910	chr1:145994016:145994167:-1	chr12:112446276:112446398:1	0.88	0.89	0.885
chr3:96467524:96467675:1	chr5:121305912:121306106:-1	ENSE00002687871	ENSE00000998168	chr1:145994016:145994167:-1	chr12:112450318:112450512:1	0.88	0.89	0.885
chr5:125161945:125162123:-1	chr18:38074761:38074819:-1	ENSE00003510852	ENSE00003616580	chr12:124426622:124426800:-1	chr5:141626013:141626071:-1	0.89	0.95	0.9199999999999999
chr5:125161945:125162123:-1	chr18:38087735:38087817:-1	ENSE00003510852	ENSE00003521725	chr12:124426622:124426800:-1	chr5:141636548:141636630:-1	0.89	0.93	0.91
chr5:125161945:125162123:-1	chr18:38085524:38085666:-1	ENSE00003510852	ENSE00003532204	chr12:124426622:124426800:-1	chr5:141634811:141634953:-1	0.89	0.93	0.91
chr5:125161945:125162123:-1	chr18:38074432:38074606:-1	ENSE00003510852	ENSE00003691793	chr12:124426622:124426800:-1	chr5:141625685:141625764:-1	0.89	0.45	0.67
chr5:125161945:125162123:-1	chr18:38074931:38075020:-1	ENSE00003510852	ENSE00003526413	chr12:124426622:124426800:-1	chr5:141626194:141626283:-1	0.89	0.89	0.89
chr5:125161945:125162123:-1	chr18:38078747:38078828:-1	ENSE00003510852	ENSE00003551002	chr12:124426622:124426800:-1	chr5:141630044:141630125:-1	0.89	0.91	0.9
chr7:113873651:113873695:-1	chr9:54859625:54859667:1	ENSE00003460502	ENSE00003530356	chr11:14518997:14519041:-1	chr15:78542177:78542219:1	0.96	0.98	0.97
chr7:113873651:113873695:-1	chr11:30824118:30824280:1	ENSE00003460502	ENSE00003466396	chr11:14518997:14519041:-1	chr2:53869376:53869538:-1	0.96	0.95	0.955
chr7:113873651:113873695:-1	chr11:30826746:30826879:1	ENSE00003460502	ENSE00003642056	chr11:14518997:14519041:-1	chr2:53866747:53866880:-1	0.96	0.93	0.9450000000000001
chr7:113873651:113873695:-1	chr11:30760783:30761048:1	ENSE00003460502	ENSE00000752845	chr11:14518997:14519041:-1	chr2:53931835:53932100:-1	0.96	0.94	0.95
chr7:113873651:113873695:-1	chr11:30761978:30762164:1	ENSE00003460502	ENSE00000752844	chr11:14518997:14519041:-1	chr2:53928117:53928303:-1	0.96	0.93	0.9450000000000001
chr3:137570894:137570971:1	chr3:95025536:95025688:1	ENSE00003653685	ENSE00003616902	chr4:99949663:99949740:-1	chr1:151185798:151185950:-1	0.99	0.92	0.9550000000000001
chr3:137570894:137570971:1	chr17:32439135:32439263:-1	ENSE00003653685	ENSE00003680162	chr4:99949663:99949740:-1	chr19:15263420:15263548:-1	0.99	0.88	0.935
chr11:52134442:52134585:1	chr11:32661772:32661997:1	ENSE00003652195	ENSE00003526557	chr5:134160987:134161130:-1	chr5:171910572:171910797:-1	0.96	0.92	0.94
chr11:52134442:52134585:1	chr11:32672055:32672145:1	ENSE00003652195	ENSE00003545621	chr5:134160987:134161130:-1	chr5:171899004:171899094:-1	0.96	0.95	0.955
chr11:52134442:52134585:1	chr11:32670472:32670658:1	ENSE00003652195	ENSE00003599026	chr5:134160987:134161130:-1	chr5:171899914:171900100:-1	0.96	0.92	0.94
	chr13:99000936:99000996:-1	ENSE00003562063	ENSE00003602767	chr12:130872836:130872920:1	chr5:72882467:72882527:1	0.0	0.97	0.485
	chr13:99006748:99006829:-1	ENSE00003562063	ENSE00003477851	chr12:130872836:130872920:1	chr5:72872639:72872720:1	0.0	0.87	0.435
	chr13:99015128:99015234:-1	ENSE00003562063	ENSE00003528442	chr12:130872836:130872920:1	chr5:72861808:72861914:1	0.0	0.89	0.445
	chr13:99003554:99003676:-1	ENSE00003562063	ENSE00003491909	chr12:130872836:130872920:1	chr5:72875615:72875737:1	0.0	0.85	0.425
	chr13:99012112:99012245:-1	ENSE00003562063	ENSE00000752440	chr12:130872836:130872920:1	chr5:72865596:72865729:1	0.0	0.9	0.45
	chr13:99027185:99027298:-1	ENSE00003562063	ENSE00003631090	chr12:130872836:130872920:1	chr5:72848385:72848498:1	0.0	0.96	0.48
	chr13:99021023:99021172:-1	ENSE00003562063	ENSE00003484653	chr12:130872836:130872920:1	chr5:72855774:72855923:1	0.0	0.87	0.435
	chr13:99001477:99001595:-1	ENSE00003562063	ENSE00003473823	chr12:130872836:130872920:1	chr5:72877228:72877346:1	0.0	0.87	0.435
	chr13:98997149:98997301:-1	ENSE00003562063	ENSE00002222197	chr12:130872836:130872920:1	chr5:72887070:72887222:1	0.0	0.89	0.445
	chr13:98991651:98991738:-1	ENSE00003562063	ENSE00003350786	chr12:130872836:130872920:1	chr5:72893616:72893703:1	0.0	0.89	0.445
	chr13:98993397:98993483:-1	ENSE00003562063	ENSE00003317917	chr12:130872836:130872920:1	chr5:72891810:72891896:1	0.0	0.91	0.455
	chr13:99000216:99000384:-1	ENSE00003562063	ENSE00003537675	chr12:130872836:130872920:1	chr5:72883064:72883232:1	0.0	0.87	0.435
chr5:129099067:129099254:1	chr11:97078215:97078273:-1	ENSE00003525542	ENSE00003594181	chr12:130874546:130874733:1	chr17:47650386:47650444:1	0.95	0.97	0.96
chr5:129099067:129099254:1	chr11:97069694:97069753:-1	ENSE00003525542	ENSE00003669808	chr12:130874546:130874733:1	chr17:47661119:47661178:1	0.95	0.93	0.94
chr5:129099067:129099254:1	chr13:99000936:99000996:-1	ENSE00003525542	ENSE00003602767	chr12:130874546:130874733:1	chr5:72882467:72882527:1	0.95	0.97	0.96
chr5:129099067:129099254:1	chr13:99006748:99006829:-1	ENSE00003525542	ENSE00003477851	chr12:130874546:130874733:1	chr5:72872639:72872720:1	0.95	0.87	0.9099999999999999
chr5:129099067:129099254:1	chr13:99015128:99015234:-1	ENSE00003525542	ENSE00003528442	chr12:130874546:130874733:1	chr5:72861808:72861914:1	0.95	0.89	0.9199999999999999
chr5:129099067:129099254:1	chr13:99003554:99003676:-1	ENSE00003525542	ENSE00003491909	chr12:130874546:130874733:1	chr5:72875615:72875737:1	0.95	0.85	0.8999999999999999
chr5:129099067:129099254:1	chr13:99012112:99012245:-1	ENSE00003525542	ENSE00000752440	chr12:130874546:130874733:1	chr5:72865596:72865729:1	0.95	0.9	0.925
chr5:129099067:129099254:1	chr13:99027185:99027298:-1	ENSE00003525542	ENSE00003631090	chr12:130874546:130874733:1	chr5:72848385:72848498:1	0.95	0.96	0.955
chr5:129099067:129099254:1	chr13:99021023:99021172:-1	ENSE00003525542	ENSE00003484653	chr12:130874546:130874733:1	chr5:72855774:72855923:1	0.95	0.87	0.9099999999999999
chr5:129099067:129099254:1	chr13:99001477:99001595:-1	ENSE00003525542	ENSE00003473823	chr12:130874546:130874733:1	chr5:72877228:72877346:1	0.95	0.87	0.9099999999999999
chr5:129099067:129099254:1	chr13:98997149:98997301:-1	ENSE00003525542	ENSE00002222197	chr12:130874546:130874733:1	chr5:72887070:72887222:1	0.95	0.89	0.9199999999999999
chr5:129099067:129099254:1	chr13:98991651:98991738:-1	ENSE00003525542	ENSE00003350786	chr12:130874546:130874733:1	chr5:72893616:72893703:1	0.95	0.89	0.9199999999999999
chr5:129099067:129099254:1	chr13:98993397:98993483:-1	ENSE00003525542	ENSE00003317917	chr12:130874546:130874733:1	chr5:72891810:72891896:1	0.95	0.91	0.9299999999999999
chr5:129099067:129099254:1	chr13:99000216:99000384:-1	ENSE00003525542	ENSE00003537675	chr12:130874546:130874733:1	chr5:72883064:72883232:1	0.95	0.87	0.9099999999999999
chr5:129099067:129099254:1	chr11:97075753:97075935:-1	ENSE00003525542	ENSE00003587966	chr12:130874546:130874733:1	chr17:47652694:47652876:1	0.95	0.96	0.955
chr5:129099067:129099254:1	chr11:97068072:97068182:-1	ENSE00003525542	ENSE00000924983	chr12:130874546:130874733:1	chr17:47664159:47664269:1	0.95	0.95	0.95
chr5:129099067:129099254:1	chr11:97071270:97071422:-1	ENSE00003525542	ENSE00003684596	chr12:130874546:130874733:1	chr17:47658508:47658660:1	0.95	0.93	0.94
chr5:129099067:129099254:1	chr11:97072451:97072651:-1	ENSE00003525542	ENSE00003535900	chr12:130874546:130874733:1	chr17:47656860:47657060:1	0.95	0.93	0.94
chr5:129099067:129099254:1	chr11:97069096:97069185:-1	ENSE00003525542	ENSE00000924982	chr12:130874546:130874733:1	chr17:47663089:47663178:1	0.95	0.93	0.94
chr5:129097930:129098055:1	chr11:97078215:97078273:-1	ENSE00003487832	ENSE00003594181	chr12:130873003:130873128:1	chr17:47650386:47650444:1	0.83	0.97	0.8999999999999999
chr5:129097930:129098055:1	chr11:97069694:97069753:-1	ENSE00003487832	ENSE00003669808	chr12:130873003:130873128:1	chr17:47661119:47661178:1	0.83	0.93	0.88
chr5:129097930:129098055:1	chr13:99000936:99000996:-1	ENSE00003487832	ENSE00003602767	chr12:130873003:130873128:1	chr5:72882467:72882527:1	0.83	0.97	0.8999999999999999
chr5:129097930:129098055:1	chr13:99006748:99006829:-1	ENSE00003487832	ENSE00003477851	chr12:130873003:130873128:1	chr5:72872639:72872720:1	0.83	0.87	0.85
chr5:129097930:129098055:1	chr13:99015128:99015234:-1	ENSE00003487832	ENSE00003528442	chr12:130873003:130873128:1	chr5:72861808:72861914:1	0.83	0.89	0.86
chr5:129097930:129098055:1	chr13:99003554:99003676:-1	ENSE00003487832	ENSE00003491909	chr12:130873003:130873128:1	chr5:72875615:72875737:1	0.83	0.85	0.84
chr5:129097930:129098055:1	chr13:99012112:99012245:-1	ENSE00003487832	ENSE00000752440	chr12:130873003:130873128:1	chr5:72865596:72865729:1	0.83	0.9	0.865
chr5:129097930:129098055:1	chr13:99027185:99027298:-1	ENSE00003487832	ENSE00003631090	chr12:130873003:130873128:1	chr5:72848385:72848498:1	0.83	0.96	0.895
chr5:129097930:129098055:1	chr13:99021023:99021172:-1	ENSE00003487832	ENSE00003484653	chr12:130873003:130873128:1	chr5:72855774:72855923:1	0.83	0.87	0.85
chr5:129097930:129098055:1	chr13:99001477:99001595:-1	ENSE00003487832	ENSE00003473823	chr12:130873003:130873128:1	chr5:72877228:72877346:1	0.83	0.87	0.85
chr5:129097930:129098055:1	chr13:98997149:98997301:-1	ENSE00003487832	ENSE00002222197	chr12:130873003:130873128:1	chr5:72887070:72887222:1	0.83	0.89	0.86
chr5:129097930:129098055:1	chr13:98991651:98991738:-1	ENSE00003487832	ENSE00003350786	chr12:130873003:130873128:1	chr5:72893616:72893703:1	0.83	0.89	0.86
chr5:129097930:129098055:1	chr13:98993397:98993483:-1	ENSE00003487832	ENSE00003317917	chr12:130873003:130873128:1	chr5:72891810:72891896:1	0.83	0.91	0.87
chr5:129097930:129098055:1	chr13:99000216:99000384:-1	ENSE00003487832	ENSE00003537675	chr12:130873003:130873128:1	chr5:72883064:72883232:1	0.83	0.87	0.85
chr5:129097930:129098055:1	chr11:97075753:97075935:-1	ENSE00003487832	ENSE00003587966	chr12:130873003:130873128:1	chr17:47652694:47652876:1	0.83	0.96	0.895
chr5:129097930:129098055:1	chr11:97068072:97068182:-1	ENSE00003487832	ENSE00000924983	chr12:130873003:130873128:1	chr17:47664159:47664269:1	0.83	0.95	0.8899999999999999
chr5:129097930:129098055:1	chr11:97071270:97071422:-1	ENSE00003487832	ENSE00003684596	chr12:130873003:130873128:1	chr17:47658508:47658660:1	0.83	0.93	0.88
chr5:129097930:129098055:1	chr11:97072451:97072651:-1	ENSE00003487832	ENSE00003535900	chr12:130873003:130873128:1	chr17:47656860:47657060:1	0.83	0.93	0.88
chr5:129097930:129098055:1	chr11:97069096:97069185:-1	ENSE00003487832	ENSE00000924982	chr12:130873003:130873128:1	chr17:47663089:47663178:1	0.83	0.93	0.88
chr4:132065042:132065221:-1		ENSE00003695605	ENSE00003562063	chr1:28532171:28532350:1	chr12:130872836:130872920:1	0.9	0.0	0.45
chr4:132065042:132065221:-1	chr5:129099067:129099254:1	ENSE00003695605	ENSE00003525542	chr1:28532171:28532350:1	chr12:130874546:130874733:1	0.9	0.95	0.925
chr4:132065042:132065221:-1	chr5:129097930:129098055:1	ENSE00003695605	ENSE00003487832	chr1:28532171:28532350:1	chr12:130873003:130873128:1	0.9	0.83	0.865
chr4:132065362:132065549:-1		ENSE00001273582	ENSE00003562063	chr1:28531803:28531990:1	chr12:130872836:130872920:1	0.91	0.0	0.455
chr4:132065362:132065549:-1	chr5:129099067:129099254:1	ENSE00001273582	ENSE00003525542	chr1:28531803:28531990:1	chr12:130874546:130874733:1	0.91	0.95	0.9299999999999999
chr4:132065362:132065549:-1	chr5:129097930:129098055:1	ENSE00001273582	ENSE00003487832	chr1:28531803:28531990:1	chr12:130873003:130873128:1	0.91	0.83	0.87
chr4:132063028:132063124:-1		ENSE00003696436	ENSE00003562063	chr1:28535050:28535146:1	chr12:130872836:130872920:1	0.9	0.0	0.45
chr4:132063028:132063124:-1	chr5:129099067:129099254:1	ENSE00003696436	ENSE00003525542	chr1:28535050:28535146:1	chr12:130874546:130874733:1	0.9	0.95	0.925
chr4:132063028:132063124:-1	chr5:129097930:129098055:1	ENSE00003696436	ENSE00003487832	chr1:28535050:28535146:1	chr12:130873003:130873128:1	0.9	0.83	0.865
chr4:132062056:132062211:-1		ENSE00003789268	ENSE00003562063	chr1:28535871:28536026:1	chr12:130872836:130872920:1	0.87	0.0	0.435
chr4:132062056:132062211:-1	chr5:129099067:129099254:1	ENSE00003789268	ENSE00003525542	chr1:28535871:28536026:1	chr12:130874546:130874733:1	0.87	0.95	0.9099999999999999
chr4:132062056:132062211:-1	chr5:129097930:129098055:1	ENSE00003789268	ENSE00003487832	chr1:28535871:28536026:1	chr12:130873003:130873128:1	0.87	0.83	0.85
chr4:132062730:132062852:-1		ENSE00003700481	ENSE00003562063	chr1:28535258:28535380:1	chr12:130872836:130872920:1	0.85	0.0	0.425
chr4:132062730:132062852:-1	chr5:129099067:129099254:1	ENSE00003700481	ENSE00003525542	chr1:28535258:28535380:1	chr12:130874546:130874733:1	0.85	0.95	0.8999999999999999
chr4:132062730:132062852:-1	chr5:129097930:129098055:1	ENSE00003700481	ENSE00003487832	chr1:28535258:28535380:1	chr12:130873003:130873128:1	0.85	0.83	0.84
chr4:132061796:132061915:-1		ENSE00001273554	ENSE00003562063	chr1:28536262:28536381:1	chr12:130872836:130872920:1	0.89	0.0	0.445
chr4:132061796:132061915:-1	chr5:129099067:129099254:1	ENSE00001273554	ENSE00003525542	chr1:28536262:28536381:1	chr12:130874546:130874733:1	0.89	0.95	0.9199999999999999
chr4:132061796:132061915:-1	chr5:129097930:129098055:1	ENSE00001273554	ENSE00003487832	chr1:28536262:28536381:1	chr12:130873003:130873128:1	0.89	0.83	0.86
chr4:132061418:132061570:-1		ENSE00003467600	ENSE00003562063	chr1:28536747:28536899:1	chr12:130872836:130872920:1	0.9	0.0	0.45
chr4:132061418:132061570:-1	chr5:129099067:129099254:1	ENSE00003467600	ENSE00003525542	chr1:28536747:28536899:1	chr12:130874546:130874733:1	0.9	0.95	0.925
chr4:132061418:132061570:-1	chr5:129097930:129098055:1	ENSE00003467600	ENSE00003487832	chr1:28536747:28536899:1	chr12:130873003:130873128:1	0.9	0.83	0.865
chr2:151384738:151384785:1	chr3:141563165:141563357:-1	ENSE00001107838	ENSE00000461088	chr20:1392834:1392881:-1	chr4:95129862:95130054:1	0.96	0.9	0.9299999999999999
chr2:151384738:151384785:1	chr3:141562110:141562407:-1	ENSE00001107838	ENSE00000935354	chr20:1392834:1392881:-1	chr4:95131215:95131512:1	0.96	0.9	0.9299999999999999
chr3:97821816:97821970:1	chr12:59048605:59048841:-1	ENSE00002722905	ENSE00003475365	chr1:120160384:120160530:-1	chr14:39091477:39091713:-1	0.88	0.91	0.895
chr3:97821816:97821970:1	chr12:59043922:59044066:-1	ENSE00002722905	ENSE00001665685	chr1:120160384:120160530:-1	chr14:39085762:39085906:-1	0.88	0.93	0.905
chr11:17144217:17144276:1	chr14:20574425:20574570:-1	ENSE00003702498	ENSE00002471389	chr2:68187255:68187314:-1	chr10:73471468:73471613:-1	0.9	0.95	0.925
chr11:17144217:17144276:1	chr14:20570622:20570747:-1	ENSE00003702498	ENSE00002484334	chr2:68187255:68187314:-1	chr10:73467553:73467678:-1	0.9	0.93	0.915
chr11:17144217:17144276:1	chr3:136608864:136608989:1	ENSE00003702498	ENSE00001781830	chr2:68187255:68187314:-1	chr4:101063232:101063357:-1	0.9	0.88	0.89
chr11:17144217:17144276:1	chr14:20581728:20581928:-1	ENSE00003702498	ENSE00003517541	chr2:68187255:68187314:-1	chr10:73479317:73479517:-1	0.9	0.92	0.91
chr11:17144217:17144276:1	chr3:136503487:136503687:1	ENSE00003702498	ENSE00003530483	chr2:68187255:68187314:-1	chr4:101195916:101196116:-1	0.9	0.91	0.905
chr11:21963484:21963557:-1	chr8:72922271:72922331:1	ENSE00003581971	ENSE00003517961	chr2:63038743:63038816:1	chr19:16118226:16118286:1	0.89	0.98	0.935
chr11:21963484:21963557:-1	chr8:72925084:72925144:1	ENSE00003581971	ENSE00003649015	chr2:63038743:63038816:1	chr19:16121750:16121810:1	0.89	0.87	0.88
chr7:127580583:127580731:1	chr13:98985663:98985762:-1	ENSE00003637572	ENSE00003235032	chr16:31190963:31191110:1	chr5:72900974:72901073:1	0.86	0.96	0.9099999999999999
chr7:127580583:127580731:1	chr13:98989363:98989458:-1	ENSE00003637572	ENSE00003366077	chr16:31190963:31191110:1	chr5:72897056:72897151:1	0.86	0.91	0.885
chr7:127580583:127580731:1	chr13:98996271:98996496:-1	ENSE00003637572	ENSE00002231362	chr16:31190963:31191110:1	chr5:72888078:72888303:1	0.86	0.91	0.885
chr7:127580583:127580731:1	chr13:98989908:98990006:-1	ENSE00003637572	ENSE00003253564	chr16:31190963:31191110:1	chr5:72896458:72896556:1	0.86	0.91	0.885
chr7:127580583:127580731:1	chr13:98986616:98986691:-1	ENSE00003637572	ENSE00003431492	chr16:31190963:31191110:1	chr5:72900006:72900081:1	0.86	1.0	0.9299999999999999
chr7:127580583:127580731:1	chr13:98997149:98997301:-1	ENSE00003637572	ENSE00002222197	chr16:31190963:31191110:1	chr5:72887070:72887222:1	0.86	0.89	0.875
chr7:127580583:127580731:1	chr13:98991651:98991738:-1	ENSE00003637572	ENSE00003350786	chr16:31190963:31191110:1	chr5:72893616:72893703:1	0.86	0.89	0.875
chr7:127580583:127580731:1	chr13:98993397:98993483:-1	ENSE00003637572	ENSE00003317917	chr16:31190963:31191110:1	chr5:72891810:72891896:1	0.86	0.91	0.885
chr7:127580583:127580731:1	chr13:99000216:99000384:-1	ENSE00003637572	ENSE00003537675	chr16:31190963:31191110:1	chr5:72883064:72883232:1	0.86	0.87	0.865
chr7:127580583:127580731:1	chr13:98994894:98995065:-1	ENSE00003637572	ENSE00003292584	chr16:31190963:31191110:1	chr5:72889786:72889957:1	0.86	0.9	0.88
chr3:97819895:97820055:1	chr12:59048605:59048841:-1	ENSE00002687444	ENSE00003475365	chr1:120163210:120163370:-1	chr14:39091477:39091713:-1	0.93	0.91	0.92
chr3:97819895:97820055:1	chr12:59043922:59044066:-1	ENSE00002687444	ENSE00001665685	chr1:120163210:120163370:-1	chr14:39085762:39085906:-1	0.93	0.93	0.93
chr12:111076215:111076444:1	chr4:136285809:136285882:-1	ENSE00003552664	ENSE00003334599	chr14:102722187:102722416:1	chr1:23072124:23072197:1	0.89	0.96	0.925
chr12:111076215:111076444:1	chr4:136286484:136286618:-1	ENSE00003552664	ENSE00000859709	chr14:102722187:102722416:1	chr1:23071225:23071359:1	0.89	0.89	0.89
chr12:111076215:111076444:1	chr4:136288329:136288471:-1	ENSE00003552664	ENSE00000759110	chr14:102722187:102722416:1	chr1:23068539:23068681:1	0.89	0.91	0.9
chr12:111076215:111076444:1	chr4:136287634:136287724:-1	ENSE00003552664	ENSE00000759108	chr14:102722187:102722416:1	chr1:23069061:23069151:1	0.89	0.93	0.91
chr1:38092697:38092799:-1	chr4:148229561:148229653:1	ENSE00000921841	ENSE00003889074	chr2:99402244:99402346:-1	chr1:11675082:11675174:-1	0.87	0.91	0.89
chr1:38092697:38092799:-1	chr4:148228721:148228815:1	ENSE00000921841	ENSE00003890407	chr2:99402244:99402346:-1	chr1:11676046:11676140:-1	0.87	0.86	0.865
chr7:113868956:113869085:-1	chr11:30824118:30824280:1	ENSE00003541770	ENSE00003466396	chr11:14513570:14513699:-1	chr2:53869376:53869538:-1	0.96	0.95	0.955
chr7:113868956:113869085:-1	chr11:30826746:30826879:1	ENSE00003541770	ENSE00003642056	chr11:14513570:14513699:-1	chr2:53866747:53866880:-1	0.96	0.93	0.9450000000000001
chr7:113868956:113869085:-1	chr11:30761978:30762164:1	ENSE00003541770	ENSE00000752844	chr11:14513570:14513699:-1	chr2:53928117:53928303:-1	0.96	0.93	0.9450000000000001
chr5:65723332:65723425:1	chr17:25483740:25483819:-1	ENSE00003495184	ENSE00003788207	chr4:39737420:39737513:1	chr16:1320438:1320517:1	0.99	0.95	0.97
chr5:65723332:65723425:1	chr17:25484093:25484228:-1	ENSE00003495184	ENSE00003584681	chr4:39737420:39737513:1	chr16:1320174:1320283:1	0.99	0.69	0.84
chr5:65723332:65723425:1		ENSE00003495184	ENSE00003481151	chr4:39737420:39737513:1	chr16:1314020:1314096:1	0.99	0.0	0.495
chr5:65723332:65723425:1		ENSE00003495184	ENSE00000873575	chr4:39737420:39737513:1	chr16:1315654:1315726:1	0.99	0.0	0.495
chr7:33845630:33845726:-1		ENSE00003608749	ENSE00003608455	chr19:34460470:34460566:1	chr16:1314293:1314376:1	0.94	0.0	0.47
chr7:33845630:33845726:-1		ENSE00003608749	ENSE00003481151	chr19:34460470:34460566:1	chr16:1314020:1314096:1	0.94	0.0	0.47
chr7:33845630:33845726:-1		ENSE00003608749	ENSE00000873575	chr19:34460470:34460566:1	chr16:1315654:1315726:1	0.94	0.0	0.47
chr10:58319719:58319805:1	chr17:25483740:25483819:-1	ENSE00001009429	ENSE00003788207	chr2:108772489:108772581:1	chr16:1320438:1320517:1	0.82	0.95	0.885
chr10:58319719:58319805:1		ENSE00001009429	ENSE00003608455	chr2:108772489:108772581:1	chr16:1314293:1314376:1	0.82	0.0	0.41
chr10:58319719:58319805:1	chr17:25484093:25484228:-1	ENSE00001009429	ENSE00003584681	chr2:108772489:108772581:1	chr16:1320174:1320283:1	0.82	0.69	0.7549999999999999
chr10:58319719:58319805:1		ENSE00001009429	ENSE00003481151	chr2:108772489:108772581:1	chr16:1314020:1314096:1	0.82	0.0	0.41
chr10:58319719:58319805:1		ENSE00001009429	ENSE00000873575	chr2:108772489:108772581:1	chr16:1315654:1315726:1	0.82	0.0	0.41
chr15:81589861:81589949:-1	chr17:25483740:25483819:-1	ENSE00003129660	ENSE00003788207	chr22:41249729:41249817:-1	chr16:1320438:1320517:1	0.88	0.95	0.915
