human_uniprot	cattle_uniprot
Q5T9Z0	F1MWP8
P40337	E1BL53
P61966	Q1JQ98
P51668	Q2TA10
Q6UE05	Q2TBQ4
Q99643	P35720
P11844	A0A452DIQ3
Q9UMX2	A0A3Q1LX71
Q8TAG6	Q0VCV7
Q9BRP0	G3MYZ0
Q8N138	Q0VD15
O00592	F1MLI8
P24071	G5E5S0
B2RV13	G3N1Q7
P61077	A0A3Q1M5N0
Q9Y225	Q32LD0
Q96LK0	A6H7C9
P40259	F1MMQ7
Q9NQ31	A0A3Q1M9N1
Q9NSP4	Q2TBH1
O75293	Q5E9A5
Q9NX08	F1N7D3
Q9NPF7	F1MSN4
Q96LL9	Q3SZ23
Q99801	E1B732
Q9P0S3	Q29RQ9
P07741	Q56JW4
P07741	A0A452DIE3
P23434	P20821
Q96F83	A0A140T882
Q96F83	Q17QP7
P01589	A2VE30
Q5JT82	G3N331
Q9HBL6	A0A3Q1MEE3
H3BNL8	A0A3Q1MTD9
Q9P0P0	Q3T0W3
Q9Y3E5	Q3ZBL5
P63241	Q6EWQ7
Q96DU3	F1MLN1
Q9Y3C4	E1BN75
Q13519	O62647
Q12870	A2VE98
Q969H8	P62248
Q9H061	Q32L86
Q8IYI0	Q2KIJ1
Q7LBR1	Q5E994
Q8WV19	F6RFZ0
O95257	Q2KIX1
O95257	A0A452DI17
O00422	Q3T022
O00422	G3X7E1
Q96FN9	E1B937
P12319	A6QQQ4
Q96IZ7	Q2T9Y0
A6NML5	F1MYZ6
Q2M3X9	A0A3Q1LXZ8
Q6ZMY6	E1BFT8
Q5T619	G3N0I5
P56539	Q2KI43
Q52LC2	A0A3Q1MGN9
P61088	Q0P5K3
Q8IVP5	F1N5S9
Q6DKI7	F1MNH7
Q15404	Q5E9C0
P62750	A0A452DJ23
P62750	Q24JY1
Q12962	A5PJW1
P49765	Q9XS49
Q8WXI8	F1N4H1
P13284	A6QPN6
P60660	P60661
P28676	F1N7I6
P13385	Q58D57
P51864	Q58D57
Q8TAE8	A0A452DIN1
Q8TAE8	A1A4P4
Q7L190	F1MUC3
P0C862	Q0II24
Q8TD06	G3MXN0
Q969G6	F6R223
Q8NEP9	F1N143
O14921	A0A3Q1N2W6
Q9NXF7	Q2HJA2
Q96KR6	A1A4K7
Q8N2H4	Q1RMQ3
Q9BWW8	A0A3Q1MQA2
Q9Y2Y0	Q32PC9
P56377	Q3ZBS3
Q9Y534	G3X6D8
O95863	A0A3Q1LNL3
Q6UWV7	E1B7V3
Q9H6K4	D9IE06
Q3C1V1	A8WFF7
Q15327	Q3ZBX7
Q9NPI0	A5PJY4
Q96N20	A8E4M3
Q9Y6W8	Q58DF9
O95050	F1MPC5
Q9HCC6	E1BP65
Q96MW1	A5PJA4
A0A1B0GTK4	A0A3Q1MKJ2
Q6NT89	A0A3Q1LW65
Q96MG2	Q2YDF7
Q9BTT6	A0A3Q1LTV0
Q8WXD5	Q2KHW8
Q8TCZ2	A1A4K1
P01344	P07456
A6NHN0	E1BHU7
Q8WVP5	A5PK29
P35318	O62827
O95406	Q5BIN6
U3KPV4	A0A3Q1MDT6
Q8N5L8	Q2KIR4
P58753	A0A3Q1M4J2
Q9NUD7	F1N466
Q8TD94	A0A3Q1NIL4
Q9UK85	A0A3Q1MC89
Q53FP2	Q5E9T5
B4E2M5	G3MY95
Q29980	F7VJN2
Q96K17	A0A452DIE1
Q96K17	Q2KIY7
Q3YBM2	A6H741
P62269	Q3T0R1
Q53FV1	Q5E972
Q96B54	E1BJ55
P05305	P17322
Q96HR9	Q32LG5
P20382	A1Z2Z3
Q0P641	E1BK39
Q8WW01	A0A3S5ZPS1
Q9BRJ9	A0A3Q1M062
Q9BSK0	A7MB03
Q9NQ50	F1N1R3
Q96F10	Q7PCJ8
P63208	Q3ZCF3
Q9Y3D2	F1MGJ1
Q8TDH9	F6R621
Q8WU39	A5PJ93
C9J442	G3N006
P02792	O46415
Q8WVH0	Q0IIE0
Q8WYR4	A0A3Q1M905
A1L4L8	F1MDB7
Q9UGY1	Q2KIV0
Q96EL2	Q2M2T7
Q13404	A0A452DJ78
Q13404	Q3SZ52
Q969H6	Q1JQ92
O14558	A0A140T8A1
Q9UHP6	F1N594
Q96BQ1	G3N1D8
P13073	P00423
Q6UXA7	E1BBD1
B6A8C7	G5E6Q4
Q96A72	Q0VC92
P52434	F2Z4H3
O75607	F1N420
Q9BXI9	F1MGK1
Q16619	E1BD91
Q6ZS10	A0A3Q1MZZ4
O96000	Q02373
Q8IUX1	E1BCS4
P0DTU4	F1MJB8
P0DTU4	F1MUR8
A0A5B9	F1MJB8
A0A5B9	F1MUR8
P13224	E1B863
Q6PEY1	A5D7M7
Q9BY19	Q3T128
O00193	Q3MHL8
Q8NDX9	E1BBA8
Q6T311	F1N6B5
O43924	Q95142
P61326	Q3ZBV3
P61326	A0A452DHY5
Q6ZSS3	A0A3Q1LUY9
Q9BX68	Q8SQ21
Q9H765	Q08E43
Q99547	Q2TBI9
Q16595	Q05B87
Q8IXM2	Q32LD1
Q9NRX2	Q3T0L3
Q9UKK9	F1MMR8
Q7Z4M0	A0A3Q1MSD3
Q99757	Q95108
Q9NX18	Q3ZBC2
Q5HYL7	E1BNB6
P51636	Q66WT7
P63279	A0A3Q1LUL4
Q2QL34	Q2KIK2
Q9Y6M0	G3N0F4
P15531	P52174
Q495A1	E1BF67
P26718	F1MI53
O75947	P13620
P26441	E1BFH9
Q86V88	F1MXF2
Q9NX24	Q5E950
Q86WN2	F1MK67
Q01453	Q9TQZ3
O60613	A8YXY3
Q96LZ3	Q2TBI5
Q6ZRC1	F1MWG0
Q9NQ92	A5PJD3
Q9Y5R8	Q17QI1
Q5T700	E1BLZ7
A6NKW6	A6QQ93
P62277	Q56JX8
Q8TCI5	A0A3Q1NEN6
P82912	F1N498
Q15819	Q3SZ43
Q15819	A0A3Q1MNS5
Q9BVJ7	A3KN00
O95760	Q08DU3
P05230	P03968
Q9BQB6	Q6B4J2
A8K5M9	G3MX09
P20292	Q148F2
P35247	P35246
Q9NRP0	Q2KID7
Q96T52	Q2KI92
P83876	F1MTU6
P36639	F1MLL8
Q5U649	E1BFQ7
Q6XYB7	E1B707
Q9HD42	F6RC54
O95562	F6RF48
Q16667	Q32PC4
O14593	A0A3Q1MI09
O15431	A0A3Q1MPH1
Q9UI09	O97725
Q9UI09	A0A452DIK0
Q9Y2Y9	A3KN57
Q4LDG9	Q2KID4
Q9NSI2	Q2KHU1
P83731	Q862I1
Q86WC6	G3MY56
Q8WXF0	G3MWK4
Q7Z422	Q2KI04
A6NIN4	A0A3Q1LRT8
Q9BPX5	Q5E963
A0A1B0GVS7	A0A3Q1M0S1
Q8N456	Q32KZ3
O14944	E1BBE2
Q5BVD1	E1B7W5
O00526	Q08537
Q9UKY0	A7U7N6
P01588	P48617
P21854	E1BPB4
P24666	A0A3Q1N8V6
Q9UL45	Q08DU8
Q96LR4	A0A3Q1MPJ1
O15511	G3MXC8
P13498	O46521
P22392	Q3T0Q4
C9J6K1	G3X720
P01185	P01180
Q6URK8	Q2YDM5
P47928	A0A3Q1MNA0
Q12918	A0A3Q1N8U5
O60683	A0A3Q1M343
P16455	A0A3Q1LS33
Q9H4G4	F6RBS0
P26951	A0A3Q1LK34
Q5TYM5	A6QL50
Q8N183	E1BEC7
P01374	Q06600
O60869	Q3T0V7
Q9Y530	Q1LZ74
Q96DX5	E1BKE5
P59773	G3MZ28
Q8IV50	Q1JQA8
Q99471	Q8HYI9
Q9NWT8	A0A3Q1LMP8
P35080	Q09430
Q7Z5A9	F1MJ13
Q9NPG2	Q6WZ19
P14649	Q148H2
Q9Y2Q9	P82928
Q96IK1	F1N2T2
P0DI81	Q3T0F2
P0DI82	Q3T0F2
P80188	E1B6Z6
P39019	Q32PD5
Q6PL45	E1BH52
Q6QNY0	A5PJP1
Q9Y3P8	A0A3S5ZP67
Q7Z713	Q0VC93
Q9UBK9	Q32P97
Q8N8I0	A0A3Q1MCN1
Q13595	Q2KJ71
Q9UHV9	A1A4P5
P0DO97	A0A3Q1MBI6
Q5T5A4	E1B9I5
O14521	V6F7N8
O95900	G3N1K1
O95445	A0A3Q1MB70
P42081	A0A3Q1MLL9
P30049	P05630
Q5BJF2	Q3MHW7
P62266	Q3T199
P35858	Q09TE3
P62249	Q3T0X6
Q8N801	A0A3Q1MPM9
P62841	Q56K10
Q2TAP0	Q0IID5
Q96IG2	Q58DG6
Q9NP86	Q9N1Q8
Q9H293	E1BCH8
Q9Y3D6	Q3T0I5
Q96RK1	Q2HJ78
Q9Y2V2	Q2NKU4
Q96H15	E1BGK0
Q9NX01	Q5EA04
Q6ZR85	G3N2K8
Q8WXK3	E1BJ12
Q8TCC3	A0A140T852
P30536	A0A3Q1M028
P54851	F1MW04
Q9Y5U5	A0A3Q1M9X1
P53680	Q17QC5
O43561	F1MZ60
Q9H5J8	Q32LB6
Q96NB1	F6Q383
P61254	P61257
Q969Q4	F1N3N7
Q96BV0	A0A3Q1MPP5
Q9H400	E1BIH3
Q96FZ5	Q1JQ95
Q9H633	A0A3Q1LMT8
Q9BUT9	Q0II70
P60509	A0A3Q1N0B6
B0FP48	A6QQ85
E5RIL1	A6QQ85
Q14129	A8NHP1
Q96LM6	A5PJD8
Q9ULZ3	Q8HXK9
Q8TAC1	E1BD81
P41222	O02853
P60983	P60984
Q5EBL8	Q32LE7
Q96HR3	Q2YDF2
O60888	P69678
Q9NPH9	A0A3Q1M9H7
Q6X9E4	A0A3Q1M680
Q9NYW7	Q2ABC5
O60682	G3X7V5
P18510	O77482
Q6ZN11	G3MXZ3
Q8WW33	Q3SZU0
Q6P1K1	E1BKJ0
P10109	P00257
P10620	F1MXY2
Q96CG3	A2VDM0
Q99929	Q2EGB9
Q99990	E1B7D2
Q1L6U9	E1BLN8
Q4KMG9	A0A3Q1MEF2
Q15388	A6H7B1
O75865	Q3T086
Q6ZNR0	A0A3Q1MZV5
P09132	Q3ZBG7
Q8WWF8	A0A3Q1N7G5
Q96AW1	A6QNZ8
O14880	Q3T100
P01241	P01246
A0A1B0GWH4	G5E5Z6
Q96PE7	Q2KIZ3
Q96PE7	A0A452DJE5
Q13361	A0A140T828
Q13361	Q28022
P78543	F1MNK6
Q6ISU1	Q0VCS0
A0JLT2	A7YWK4
Q9NZZ3	F1MZV2
Q8TBE1	A0A3Q1N355
Q9H5F2	Q2T9Q3
P17097	E1BFY1
Q4VC31	A4FUI1
Q7Z6I8	Q0II29
Q6UWF9	E1BKM3
Q9NPD7	Q2KIC6
Q9BQ61	F1MHW3
Q8TD35	F1MZ97
Q8WXF5	E1BDQ1
Q8N983	Q95KE5
Q9NZK7	F1MSG5
Q8N0U2	G3MWN8
O75594	Q8SPP7
P17900	E1BI28
P22301	P43480
Q96EH3	A0A3Q1M0X0
Q9P003	Q3T126
Q9GZV1	F1MX12
Q16587	A0A3Q1LVY8
O95661	Q3ZBQ6
Q99674	A0A3Q1LMK6
Q0P5N6	A0A3Q1MD96
Q9UBY9	A0A3Q1LP42
Q9BYN8	Q3SZ86
Q9UH17	F1MP61
Q96L94	A4FV17
Q6PI25	A0A3Q1LUP7
Q6P3W2	Q0VBY7
Q69YG0	Q2KIX3
Q5BJH2	Q3T0S0
Q8N3H0	G3N2Q2
P18509	A4FV02
Q9UKK6	F1MNL5
O94772	F1MDR2
Q9UGN4	A0A3Q1ML46
O00515	A0A3S5ZP82
Q86XP6	E1BHJ9
P20963	Q0VCU4
Q9P032	A4FUH5
P27449	P23956
Q9Y587	Q3ZBB6
Q9UMR7	E1BAZ1
P01222	P01223
Q2M5E4	E1BH23
P11686	A0A452DJB4
P11686	P15783
Q8IZU3	A0A3Q1MAP4
O60234	Q56JZ9
A0A1B0GVZ9	F6QA12
P29762	P62964
Q96EF6	A6QP19
Q9P031	A5PJN1
Q6UWW0	F1MIA9
Q8WWG9	A2VDV8
Q9UBT3	E1BHY5
Q9BY14	A6QPE3
O15392	Q6J1J1
P62829	Q3T057
P0C2L3	A0A3Q1M0V2
Q8N3F0	A7MBJ1
Q6UW88	E1BDM2
Q8WUD4	A0A3Q1M3H9
Q15041	A0JN37
Q5FWF7	G3N250
P19075	F1MP86
P15502	A0A3Q1MEV3
P57105	Q3T0C9
O15514	Q1JQ91
Q7Z5G4	Q5EA55
Q9NYY1	E1BKN5
Q4G0W2	A0A3Q1MH98
Q8WYK2	E1BCY2
Q96NT0	Q3SZB5
P07737	P02584
P09455	P02694
P06850	Q95MI6
Q8N6I1	Q17QW4
Q8N2G4	Q29RK7
Q14019	Q2HJ57
Q9P0W0	E1BJ91
P41159	P50595
Q07108	Q95MQ1
Q9NX14	Q8HXG5
P29373	Q5PXY7
Q16548	Q3C2I0
Q9Y3E0	Q2YDE3
Q86SX6	A6QLZ6
P36954	F1MZ35
Q9UK76	Q3T0T5
P62263	F1MR01
O95236	A6QPR4
P10451	P31096
P10451	A0A3Q1LZU0
Q06141	P23132
D3W0D1	G3N2I5
Q96PG2	E1BAS9
O60936	F1MVS4
Q7Z7G2	E1BEG6
O14960	O62644
Q13503	Q2TBU8
Q9Y244	Q3SZV5
Q9NW61	Q3ZCI3
P28906	A0A3Q1MT64
Q16629	Q3T106
O76095	A6QQW1
P61353	P61356
Q8NEW7	A0A3Q1MAJ1
Q6UWM5	Q32LB5
O95866	Q0P5G6
O95976	A0A3Q1LI81
P0DKL9	Q0II39
Q5VZ03	E1BFN2
Q96NS1	A0A3Q1NH33
Q6P6B1	Q08DY0
A8MTQ0	G3MWL7
Q8IXA5	A6QQ77
P41134	A4IF68
P26885	Q32PA9
Q16873	Q2NKS0
Q2NKX9	A4IFR8
Q8N5K1	Q05B71
O75575	A0JN61
Q04837	F1N1S0
Q9UL33	A6H7F7
Q56VL3	Q3SYY7
Q7Z5A7	Q3ZBS2
Q2M243	F1MR53
Q9BTT4	Q3ZCF2
Q6NVU6	F1MIM7
Q9NPJ4	Q0VCW6
P53567	Q3T0B9
Q6UX39	E1BF93
Q9UNG2	Q08DT5
O75474	G3N174
Q2I0M4	G3N2S4
P62910	Q3SZQ6
Q13901	Q32PE4
Q8TDM0	F6QGT7
Q96A00	E1BE60
P49789	Q1KZG4
A8MV24	E1BC62
Q7Z6W1	Q2NKV5
Q9NPB0	Q32L85
Q9NWZ8	Q1LZ79
P42773	A7MBB9
Q5TGS1	E1B6Z2
Q04941	Q6Y1E2
Q9Y6G3	P82927
Q9H773	F1N4R4
Q96FF9	F1MWW9
P49918	A0A3Q1N997
O75817	Q0II25
Q8IUA0	F1MCK1
Q8WWZ1	E1BD32
Q96PC3	A0A3Q1LMK0
Q9NXI6	F1N5S1
Q9Y547	Q17Q88
Q9NVM1	A6QLY9
Q5T4W7	E1BD76
P25398	Q76I81
P38936	A5PKM2
Q8N100	E1BI88
Q9UBH0	F1MWT5
P20674	P00426
P02144	P02192
Q6UXH0	E1BKI5
P47813	Q32LC3
Q96AZ6	E1BNM5
Q9Y2Y8	A4IFV9
Q8WW35	Q32P71
Q8WW35	A0A452DJC5
P01732	P31783
Q6P9H5	A5PKB7
Q6UWQ5	A0JNM6
Q7RTU4	G3N0S4
Q12988	Q2KHU9
Q5TA89	A0A3S5ZPR6
Q9NPJ8	A6QNX3
Q96AT1	Q3MHJ0
Q14919	Q2YDP3
Q99735	Q2KJG4
P50583	Q29RJ1
P53816	A0A3Q1NMD6
Q9BTA0	A0A3Q1LYE9
Q8WV48	Q2NL23
Q00604	Q2KI78
Q9UDX5	A0A3Q1MF50
P61970	Q32KP9
Q15848	Q3Y5Z3
Q15848	A0A3Q1M564
Q9UHD0	E1BCI0
Q13158	Q645M6
O95751	Q17QF6
Q9GZY6	G3MYV0
Q9HB31	F1MK59
Q96BF3	E1BL77
P61626	Q6B411
P61626	P80189
Q9BRQ6	Q32L35
A8MTZ7	F1MF69
Q9NQE9	Q2YDJ4
Q8NDX6	G3MZB2
Q86Y79	E1BK88
Q2TAM9	F1N0S8
P68431	P68432
P09326	Q2KHZ6
Q8IWD5	F1MSZ7
Q9HBJ0	Q32KZ6
P08708	A0A140T832
Q8IWL1	Q6RXL1
Q8IWL1	A0A3Q1NJ66
Q3KNT9	A0A7E6HC84
Q3KNT9	A0A3Q1LRJ2
P46779	A0A452DJ34
P46779	Q3T0L7
P13232	P26895
A6NNP5	G3MYB6
P0CG01	F1MI66
P06729	Q148M9
Q6QHK4	A0A3S5ZPW9
Q9NQM4	Q2KIX9
O96001	F1N1Q9
Q9P0R6	Q0P5A3
P84243	Q5E9F8
P05019	P07455
O14684	Q95L14
O95214	Q32PD8
O14931	Q32LF2
P10412	G3MWV5
O15243	Q3SYT0
Q8WW34	F1MWQ1
Q9BYC9	A0A452DIN8
Q9BYC9	Q2TBR2
Q86YW7	A0A0F7RPV8
P01225	P04837
A6NMD0	G3N2K1
Q9BT23	Q1LZA7
Q9NTK1	Q1RMP5
Q8WXS4	Q3ZCJ1
Q71DI3	P84227
Q8NAV2	G3MXZ6
Q9H3V2	F6RP24
P21741	A0A3Q1MQK5
Q9P0M9	A0A452DJ15
P11441	F6QM50
P11441	E1BMX8
Q5SV17	A0A3Q1LKI4
Q9BRP8	A6QPH1
Q5T6J7	A0A3Q1M873
Q6UX40	A4IFS9
O60895	A6H7J8
Q02363	Q3ZC46
Q8WW32	Q32L34
Q8IV31	E1BJT8
P62244	Q76I82
Q96EN9	Q17Q97
Q8TF66	F1MMI6
Q8N1N0	E1BB63
Q9BZM2	A0A3Q1MFE1
P10966	A7YW30
Q8NHS1	E1BNM0
Q8N9A8	Q3ZBP2
Q8N6L1	A6QQ59
A6NIK2	G3N1L1
Q6NUJ2	A0A3Q1LZT8
Q9Y2B4	F1MMB7
P62987	P63048
P26715	A0A3Q1NM98
P26715	A0A3Q1M7L0
A6NGE7	F1MIY5
P61964	G3N3E5
P40261	E1BEK0
Q12798	Q32LE3
Q9BXL8	G3X7R6
O15499	G3MZU0
Q5JU00	A0A3Q1ND33
P0C6A0	E1BAH4
Q6UXS0	F1MBZ0
Q5GAN6	Q70IB2
Q99217	P02817
Q9H5H4	E1BLD0
Q14512	Q9MZ06
P02100	E1BIF9
Q96LM5	Q2KIR0
P0DPB6	Q1RMG8
Q9Y3D3	P82915
Q13103	Q27967
P60323	E1BKU9
Q9UKJ0	F1MJX3
Q9UKJ0	A0A3Q1MN37
Q9UKJ1	F1MJX3
Q9UKJ1	A0A3Q1MN37
Q9HBE4	F1MZV7
P0DMQ5	A0A3Q1MDP6
Q9BPZ3	Q3ZC67
Q9BSG5	A0A3Q1NCZ3
Q8TBF5	G3N1V8
Q86VG3	Q3ZBP0
O15540	Q09139
O95998	G3MYN2
O75379	Q32L97
Q9P0J0	Q95KV7
Q01130	Q3MHR5
O00488	F1N7I8
O95295	A4FUG0
Q9BYZ8	Q3ZCG9
Q15121	Q0VCY8
Q3LI83	G3N073
P48201	Q3ZC75
Q9NS71	A0A3Q1M806
P21145	Q3ZBY0
Q3C1V0	A6QPF4
Q9Y3B4	Q2KIQ7
Q86WQ0	Q58DU8
Q9NQP4	Q2TBR6
Q01469	P55052
Q86U28	Q2TBG7
Q15649	Q2KIH1
P01591	Q3SYR8
Q96C57	Q58CQ0
Q96QH8	Q32PD6
Q6U7Q0	A0A3Q1LY99
Q6GMV3	Q3SZ85
P55008	Q9BDK2
P57077	A0A3Q1M0Z3
P46695	Q0P5G7
Q96A26	Q2NKR7
Q96KX0	Q2T9N7
P05000	A0A3Q1MQ37
Q96LY2	F6RWR7
Q96E14	F1MK86
P35070	Q9TTC5
Q9BUE6	Q3SZG8
Q9NY25	E1BNL9
Q92934	F1MUT9
Q9UIL1	F1N686
Q9H1P6	A0A3S5ZPE5
P02766	O46375
Q96R05	F1MIF5
Q9H4S2	A0A3S5ZPU7
P84103	Q3SZR8
Q9UKR5	Q3T018
Q6P1L8	Q1JQ99
Q8NC26	G3N2P1
Q99969	Q29RS5
P61236	A6QPH8
Q96C01	Q2HJI3
Q6UXG3	A5D7B2
P54849	E1BI85
O60688	F6PV65
Q5T4T1	F1MIF3
Q96QA6	Q2YDI3
Q86YL5	F1MF67
P40933	Q28028
P62861	Q3SZG2
Q8IUE6	F2Z4I6
Q13021	Q2HJI7
Q92982	Q2TA30
P00441	P00442
P00441	F1MNQ4
Q5VZ52	A0A452DHZ9
O94817	F1MZE2
Q6IPT2	Q32L49
Q9H1Z8	F1MUJ0
P0C0S8	P0C0S9
P04908	F2Z4G5
P01160	P07501
Q9HBL7	Q3T156
Q9H7E9	Q2KID8
Q6UXN7	A0A3Q1M1G5
Q7L7L0	A4IFU5
Q9UJQ7	Q2TBS3
Q93077	F2Z4J1
Q9P0N5	Q2TA01
Q6QAJ8	E1BGQ6
P02585	G3MZK7
P09382	P11116
O14561	G3X6L0
P14770	F1N1G4
P62847	Q56JU9
Q9NS18	Q32L67
Q6FI13	E1BH22
Q9NZV7	G3MZ79
Q8IY31	Q58CS6
A0A1B0GUX0	G3X8G1
P17568	Q02368
Q8N7C4	Q32LD5
Q8N9N8	Q58CY2
Q9NUG6	Q148L7
O95563	E1BD64
P60673	Q32PB1
Q6ZNK6	F1MZP5
Q6ZVS7	A8QW39
Q8N4V1	A0A3Q1M0D4
A0A3B3IU46	Q3T050
P68871	P02070
P50120	A7MBG1
Q8WUE5	G3MZN1
P69905	P01966
Q9NXH3	F6QQF7
Q8WWB3	Q32LH1
P46776	Q56K03
A8MZG2	Q32LI1
P62899	Q56JX3
P61916	P79345
P01569	G3MYH9
P01569	E1BDZ1
P01570	G3MYH9
P01570	E1BDZ1
Q8TDB4	A0A452DJD6
Q8TDB4	A6QLZ1
Q6PIZ9	A0A3Q1MCW9
P0C7T8	Q0II74
Q9ULC0	A0A3Q1LP23
Q7RTS1	G5E6I7
P55769	Q3B8S0
O95415	Q32L83
O43169	Q0P5F6
A0PJX0	A0A3Q1M2G0
Q6ZMS4	A0A3Q1MMV1
Q16777	A1A4R1
Q496F6	A0A3Q1LX01
Q15287	A6QR16
P49773	P62958
Q15543	A0A3Q1MA78
Q15543	Q148M7
P13598	A0A3Q1LT76
Q8N5N7	Q2KI49
Q7Z5A8	A0A3Q1NIM1
Q9NWQ9	G3N3N4
P41218	E1BNK6
O75494	A0A3Q1M5R8
O43598	E1BM28
Q6NZY7	G3N010
P0C0S5	P0C0S4
Q86SG2	A0A3Q1MCU8
P01178	P01175
Q5T686	Q3SZR0
Q3ZCU0	A0A3Q1LZV1
Q9NZH6	E1BLE5
Q9UBF6	Q0P5F4
Q9NYX4	F1MWE3
Q96LX8	E1B9U1
Q9UK00	A0A3Q1LZN6
P04054	P00593
Q71UI9	Q32LA7
P12272	P58073
Q9BTM1	Q3ZBX9
P62851	Q56JX5
Q5T0J7	F1MB56
Q494R4	A0A452DJN6
Q13542	A0A3Q1MF71
P35268	A0A3Q1LR67
P62699	Q3ZBE7
Q5XKK7	A0A3Q1MNJ7
Q9HDD0	F6QAQ8
Q9H609	F6RYB0
Q01362	E1BNU1
Q6UWJ8	F1N2S0
Q8WZ59	E1BJD3
A4QMS7	A0A3Q1LU45
Q8TDQ1	F1MG16
Q96LR7	Q1JPL0
P78537	Q2NKW0
Q5T6X4	A6QPI4
Q9BXW4	A7MB94
P23510	E1BGY4
Q6RW13	F6R2U7
A6NF36	G3MZI5
O75951	Q29RT1
P49771	A2VE24
Q16778	P62808
P62807	P62808
O60814	F2Z4F9
P06899	F2Z4F9
P57054	Q32PC8
Q9H875	F1MC68
B9A064	A0A3Q1LWV4
Q8N393	E1BNL8
Q5QNW6	A0A452DJK3
Q9H3J6	F1MLX1
Q13007	A0A3Q1MEF4
P0DMQ9	A0A3Q1M872
Q8IXQ3	E1BEQ6
Q8TAA1	G3MZ45
Q99877	F2Z4E8
Q9Y543	F1N0L3
Q02223	A0A3Q1M673
P58876	Q2KII5
Q8IYL3	A0A452DKA0
Q8IYL3	Q32PF7
Q96HP8	Q7YQI4
Q96HP8	F1N3Q5
Q9Y2Q5	Q3T132
Q3KQV3	G3X713
Q9H9R9	A6H7B4
P16949	Q3T0C7
Q9NX76	F1N680
Q9H0R8	Q8HYB6
P02008	F1MMI1
Q9GZQ8	O41515
Q7RTV0	A4FV59
Q96EE4	A2VE00
Q96IU2	A0A3Q1LV58
O60880	Q3ZBB1
O14907	Q3ZCD3
Q13442	F1MNS8
Q8N661	Q3T0W0
P20851	Q28066
O43768	P68210
Q9BV90	Q3ZBQ4
P05413	P10790
A8MZ26	E1BKI7
Q8N257	E1B8G9
Q13360	A0A3Q1MC20
Q6P5R6	F1MK07
P01880	A0A3Q1M3U5
P82980	P82708
K9M1U5	A0A3Q1LTB2
Q96E93	E1B8W2
Q5TBC7	Q0II48
Q8IXB3	A4IFD6
Q8N6F7	A0A3Q1MCI7
Q15116	A0A3Q1MQR6
P02689	P02690
A6NK44	A0A3Q1LZB4
Q9H492	Q2HJ23
Q5QGZ9	A0A3Q1LJG0
O15212	Q17Q89
Q8N7X2	A0A3Q1LNL4
Q9NPB3	Q9N1Q9
Q9NPB3	A0A452DJ39
Q9H1E1	G3MZA1
A2VDF0	F1N1P7
Q5TGJ6	Q32LK8
Q9H2I8	A0A3Q1LFG1
P63272	Q3SYX6
Q5TBK1	Q29S05
Q6ZNM6	A8SMG2
Q3KNW1	E1BH01
P0CW00	O19110
P0CV98	O19110
P0CW01	O19110
Q6NZ67	A5PJV8
P06727	Q32PJ2
P06727	F1N3Q7
P52758	Q3T114
Q9UBX0	A0A3Q1MMM5
P48645	E1BP23
Q6P9F5	E1BGL7
Q9Y581	Q32L79
Q6ICG8	A3KFF6
O95166	Q9GJW7
P47914	Q58DW3
Q8N5I9	Q2TBJ0
Q9Y2Y1	F1N3E8
P41208	Q2TBN3
Q6GTX8	A0A3Q1MP64
Q9HCQ7	Q9GM96
O95164	Q2TA46
Q8IZI9	A0A3Q1M7P4
P13725	F1N366
P56556	Q02366
P56556	A0A452DIB4
P09693	Q28074
P09693	G8JL01
Q7Z5L0	G3MX66
Q02577	E1BCX5
P53801	A0A3Q1LIA1
C9J7I0	A0A3Q1MWV6
Q9UHA4	Q17QQ1
P23582	P55206
Q8TBP5	G3MYS9
Q9Y3D5	P82917
P62854	Q56JV1
Q16520	E1BD44
Q86YW5	E1BI56
Q9ULR5	A0A3Q1NEJ5
Q8TEE9	A0A3Q1NCM2
Q2M1V0	F1MMA8
Q13938	Q0VCC0
Q5BKY1	Q24K06
P00167	P00171
O15235	Q29RU1
Q96T91	E1BD70
A6NI87	G3N0B2
Q8TCA0	A6QLD3
A0A1B0GTD5	A0A3Q1MT14
Q9H6L4	A4FV81
Q9NWH2	F6QST6
Q6ZVE7	Q2NKV8
Q99622	Q32KM2
Q9UJ90	Q0IIF1
Q16552	Q687Y7
P02763	Q5GN72
Q7Z3I7	F1MXB5
Q7Z3I7	Q32KN0
Q3KRA6	A0A452DIE0
Q3KRA6	Q32KX9
Q96A57	Q5E975
Q8N4Q1	Q2KHZ4
Q8NDD1	G3X6V1
Q8NDY8	F1N2T6
P62316	Q3SZF8
Q9BUV8	Q3T187
Q9BRT2	Q3SZ13
Q9BRA2	A0A3Q1MKY2
A6NNB3	A1A4P2
Q8NHR9	Q2NKT1
Q99942	A0A3Q1ME24
Q9H2L4	Q3T023
P60520	P60519
Q9Y4Z0	Q3ZBK6
O60519	Q0VD32
Q02535	Q5E981
O00110	E1BCX0
P60866	Q3ZBH8
P05496	P32876
Q15435	Q3T0W4
P62877	A0A3Q1LNF8
P34096	P15467
Q9NV12	A6QQJ2
P07305	Q0IIJ2
Q86VZ2	A0A3Q1LWZ5
Q19AV6	F1MPX2
Q16864	Q28029
Q9NRC9	Q32PC7
Q8WTQ4	Q2KIU4
Q9Y5T4	A1A4R3
Q12981	A0A3Q1M736
Q9H910	G3N151
O75340	A0A3Q1M978
